Datum;CycleCounter;Hygro_S3_r.Feuchte;Hygro_S3_Temperatur;Windrichtung;Windgeschwindigkeit;Niederschlag;UB;SP_Lite_Pyranometer;Steuerung_MC35i
2021-04-02 22:45:00;9;73,61;4,27;15;0,2;0;13;-2,04;0
2021-04-02 22:50:00;10;74,03;4,14;285;0,3;0;12,99;-2,05;0
2021-04-02 22:55:00;11;73,75;4,18;58;0,2;0;12,99;-2,04;0
2021-04-02 23:00:00;0;74,35;3,96;150;0,2;0;12,99;-2,12;0
2021-04-02 23:05:00;1;74,87;3,66;223;0,1;0;12,98;-2,01;0
2021-04-02 23:10:00;2;76,21;3,56;190;0,6;0;12,98;-2,1;0
2021-04-02 23:15:00;3;76,66;3,32;148;1,1;0;12,98;-2,1;0
2021-04-02 23:20:00;4;76,97;3,12;168;0,4;0;12,98;-2,1;0
2021-04-02 23:25:00;5;77,31;2,94;143;0,4;0;12,98;-2,15;0
2021-04-02 23:30:00;6;78,31;2,75;158;0,4;0;12,98;-2,19;0
2021-04-02 23:35:00;7;78,89;2,57;80;0,2;0;12,97;-2,24;0
2021-04-02 23:40:00;8;80,06;2,28;103;0;0;12,97;-2,15;0
2021-04-02 23:45:00;9;81,31;2,09;180;0,4;0;12,97;-2,23;0
2021-04-02 23:50:00;10;81,2;2,14;200;0,1;0;12,97;-2,24;0
2021-04-02 23:55:00;11;81,43;2,34;100;0;0;12,97;-2,26;0
2021-04-03 00:00:00;0;82,57;2,39;108;0,1;0;12,96;-2,19;0
2021-04-03 00:05:00;1;82,24;2,4;125;0;0;12,96;-2,19;0
2021-04-03 00:10:00;2;79,69;2,54;160;0,1;0;12,96;-2,18;0
2021-04-03 00:15:00;3;79,85;2,65;248;0,2;0;12,96;-2,26;0
2021-04-03 00:20:00;4;81,02;2,51;150;0,3;0;12,95;-2,29;0
2021-04-03 00:25:00;5;81,88;2,37;195;0,7;0;12,95;-2,19;0
2021-04-03 00:30:00;6;81,25;2,17;135;0,2;0;12,95;-2,28;0
2021-04-03 00:35:00;7;81,7;1,96;15;0;0;12,95;-2,3;0
2021-04-03 00:40:00;8;83,23;1,69;190;0,1;0;12,95;-2,21;0
2021-04-03 00:45:00;9;83,52;1,61;240;0,3;0;12,94;-2,3;0
2021-04-03 00:50:00;10;84,34;1,64;308;0,3;0;12,94;-2,29;0
2021-04-03 00:55:00;11;84,43;1,63;310;0,5;0;12,94;-2,32;0
2021-04-03 01:00:00;0;84,6;1,57;58;0,1;0;12,94;-2,33;-1
2021-04-03 01:05:00;1;84,29;1,59;170;0,3;0;12,89;-2,21;-1
2021-04-03 01:10:00;2;84,85;1,58;180;0,2;0;12,89;-2,22;-1
2021-04-03 01:15:00;3;85,59;1,41;150;0;0;12,89;-2,19;-1
2021-04-03 01:20:00;4;86,1;1,37;65;0;0;12,88;-2,23;-1
2021-04-03 01:25:00;5;84,88;1,49;120;0,2;0;12,88;-2,23;-1
2021-04-03 01:30:00;6;85,61;1,46;108;0,2;0;12,88;-2,26;-1
2021-04-03 01:35:00;7;86,57;1,41;148;0,6;0;12,88;-2,23;-1
2021-04-03 01:40:00;8;86,88;1,42;125;0;0;12,87;-2,29;-1
2021-04-03 01:45:00;9;84,94;1,46;145;0;0;12,87;-2,26;-1
2021-04-03 01:50:00;10;84,67;1,57;135;0;0;12,87;-2,24;-1
2021-04-03 01:55:00;11;85,35;1,63;145;0;0;12,87;-2,25;-1
2021-04-03 02:00:00;0;85,13;1,75;150;0,2;0;12,86;-2,27;-1
2021-04-03 02:05:00;1;85,01;1,85;140;0,5;0;12,86;-2,2;-1
2021-04-03 02:10:00;2;84,92;1,86;225;0,4;0;12,86;-2,18;-1
2021-04-03 02:15:00;3;84,84;1,92;213;0;0;12,86;-2,22;-1
2021-04-03 02:20:00;4;85,32;1,97;305;0;0;12,86;-2,25;-1
2021-04-03 02:25:00;5;85,96;1,99;340;0,4;0;12,85;-2,24;-1
2021-04-03 02:30:00;6;85,55;2,1;155;0,2;0;12,85;-2,24;-1
2021-04-03 02:35:00;7;84,25;2,17;255;0,1;0;12,85;-2,2;-1
2021-04-03 02:40:00;8;84,4;2,17;195;0,2;0;12,85;-2,22;-1
2021-04-03 02:45:00;9;84,25;2,17;233;0;0;12,85;-2,13;-1
2021-04-03 02:50:00;10;84,39;2,2;3;0,1;0;12,84;-2,19;-1
2021-04-03 02:55:00;11;84,13;2,23;120;0;0;12,84;-2,15;-1
2021-04-03 03:00:00;0;84,49;2,2;30;0;0;12,84;-2,23;-1
2021-04-03 03:05:00;1;84,59;2,2;3;0;0;12,83;-2,2;-1
2021-04-03 03:10:00;2;84,32;2,29;250;0;0;12,72;-1,96;-1
2021-04-03 03:15:00;3;84,67;2,37;10;0;0;12,79;-1,9;-1
2021-04-03 03:20:00;4;85,51;2,43;235;0;0;12,81;-2,04;-1
2021-04-03 03:25:00;5;85,18;2,48;268;0;0;12,82;-2,09;-1
2021-04-03 03:30:00;6;85,07;2,53;303;0;0;12,82;-2,06;-1
2021-04-03 03:35:00;7;84,69;2,65;250;0;0;12,82;-2,11;-1
2021-04-03 03:40:00;8;84,15;2,68;285;0;0;12,82;-2,13;-1
2021-04-03 03:45:00;9;84,09;2,71;313;0;0;12,82;-2,11;-1
2021-04-03 03:50:00;10;82,36;2,73;255;0;0;12,76;-2,08;-1
2021-04-03 03:55:00;11;82,5;2,7;255;0;0;12,82;-2,14;-1
2021-04-03 04:00:00;0;82,41;2,72;245;0;0;12,81;-2,07;-1
2021-04-03 04:05:00;1;82,54;2,76;310;0;0;12,81;-2,14;-1
2021-04-03 04:10:00;2;82,5;2,79;40;0,3;0;12,81;-2,14;-1
2021-04-03 04:15:00;3;83,38;2,82;238;0;0;12,81;-2,09;-1
2021-04-03 04:20:00;4;83,29;2,79;255;0;0;12,81;-2,15;-1
2021-04-03 04:25:00;5;83,65;2,85;308;0;0;12,81;-2,06;-1
2021-04-03 04:30:00;6;84,79;2,96;268;0,2;0;12,81;-2,12;-1
2021-04-03 04:35:00;7;83,33;3,02;285;0,2;0;12,81;-2;-1
2021-04-03 04:40:00;8;83,48;3,03;75;0;0;12,81;-1,84;-1
2021-04-03 04:45:00;9;84,99;3,01;60;0;0;12,8;-1,46;-1
2021-04-03 04:50:00;10;83,18;2,86;278;0;0;12,8;-0,95;-1
2021-04-03 04:55:00;11;83,58;2,74;328;0;0;12,81;-0,11;-1
2021-04-03 05:00:00;0;83,99;2,5;230;0;0;12,81;1,01;-1
2021-04-03 05:05:00;1;83,45;2,47;248;0;0;12,81;2,31;-1
2021-04-03 05:10:00;2;85,05;2,34;243;0;0;12,81;3,72;-1
2021-04-03 05:15:00;3;86,77;2,17;310;0;0;12,82;5,5;-1
2021-04-03 05:20:00;4;86,24;2,28;315;0,3;0;12,83;7,49;-1
2021-04-03 05:25:00;5;86,07;2,22;303;0,4;0;12,84;11,29;-1
2021-04-03 05:30:00;6;86,89;2,01;220;0,1;0;12,87;18,85;-1
2021-04-03 05:35:00;7;87,09;1,95;8;0;0;12,9;21,85;-1
2021-04-03 05:40:00;8;88,73;2,08;173;0,2;0;12,94;34,93;-1
2021-04-03 05:45:00;9;89,31;2,3;178;0,4;0;13;42,75;-1
2021-04-03 05:50:00;10;88,55;2,57;273;0,3;0;13,02;33,95;-1
2021-04-03 05:55:00;11;86,8;2,7;38;0;0;13,02;22,37;-1
2021-04-03 06:00:00;0;86,38;2,9;160;0,3;0;13,03;24,22;-1
2021-04-03 06:05:00;1;86,73;2,87;70;0;0;13,03;19,76;-1
2021-04-03 06:10:00;2;85,95;2,83;138;0,6;0;13,05;35,18;-1
2021-04-03 06:15:00;3;86,56;2,91;118;0,4;0;13,15;67,11;-1
2021-04-03 06:20:00;4;84,82;3,33;298;0,4;0;13,21;72,47;-1
2021-04-03 06:25:00;5;82,03;3,81;353;0,3;0;13,25;77,05;-1
2021-04-03 06:30:00;6;81,65;4,14;80;0,6;0;13,33;46,27;-1
2021-04-03 06:35:00;7;80,35;4,45;338;0,4;0;13,39;63,53;-1
2021-04-03 06:40:00;8;78,4;4,95;180;0,1;0;13,46;58,13;-1
2021-04-03 06:45:00;9;75,3;5,46;348;0,2;0;13,55;58,59;-1
2021-04-03 06:50:00;10;73,75;5,81;38;0,4;0;13,61;43,38;-1
2021-04-03 06:55:00;11;71,33;6,11;355;0,5;0;13,65;39,25;-1
2021-04-03 07:00:00;0;66,82;6,3;128;0,9;0;13,69;49,6;-1
2021-04-03 07:05:00;1;66,27;6,32;105;0,5;0;13,75;51,13;-1
2021-04-03 07:10:00;2;66,43;6,61;328;0,8;0;13,9;61,86;-1
2021-04-03 07:15:00;3;64,14;6,9;320;0,6;0;14,74;150,81;-1
2021-04-03 07:20:00;4;65,04;7,02;33;1,7;0;14,7;270,57;-1
2021-04-03 07:25:00;5;62,71;6,99;28;1,3;0;14,31;91,56;-1
2021-04-03 07:30:00;6;63,38;7,04;55;0,2;0;14,67;142,84;-1
2021-04-03 07:35:00;7;63,22;7,38;303;1,1;0;14,68;231,73;-1
2021-04-03 07:40:00;8;58,29;7,82;40;0,6;0;14,67;237,33;-1
2021-04-03 07:45:00;9;59,38;7,54;35;0,3;0;14,64;85,23;-1
2021-04-03 07:50:00;10;57,78;7,3;260;0,9;0;14,65;93,76;-1
2021-04-03 07:55:00;11;58,97;6,93;5;1,5;0;14,64;72,9;-1
2021-04-03 08:00:00;0;58,13;7,29;325;1,2;0;14,64;70,28;-1
2021-04-03 08:05:00;1;57,11;7,43;5;1,1;0;14,64;94,93;-1
2021-04-03 08:10:00;2;55,22;7,58;303;1,7;0;14,64;54,33;-1
2021-04-03 08:15:00;3;54,79;7,67;333;1,3;0;14,61;66,92;-1
2021-04-03 08:20:00;4;54,6;7,85;275;2,1;0;14,61;103,96;-1
2021-04-03 08:25:00;5;55,8;7,37;98;1,1;0;14,61;212,65;-1
2021-04-03 08:30:00;6;57,51;7,75;85;0,5;0;14,61;302,28;-1
2021-04-03 08:35:00;7;53,17;8,16;68;1,7;0;14,62;222,35;-1
2021-04-03 08:40:00;8;52,08;8,32;288;1,3;0;14,58;113,51;-1
2021-04-03 08:45:00;9;49,61;8,79;38;3,1;0;14,59;355,98;-1
2021-04-03 08:50:00;10;49,54;8,63;35;1,7;0;14,59;366,47;-1
2021-04-03 08:55:00;11;50,97;8,87;253;0,7;0;14,59;639,75;-1
2021-04-03 09:00:00;0;48,92;8,76;280;1,1;0;14,55;646,27;-1
2021-04-03 09:05:00;1;47,02;9,26;63;0,4;0;14,56;677,6;-1
2021-04-03 09:10:00;2;47,55;9,08;68;4,9;0;14,53;689,2;-1
2021-04-03 09:15:00;3;48,24;8,87;178;1,5;0;14,52;671,2;-1
2021-04-03 09:20:00;4;46;9,24;75;1,7;0;14,5;704,25;-1
2021-04-03 09:25:00;5;46,47;9,56;295;1,2;0;14,5;765,81;-1
2021-04-03 09:30:00;6;47,01;9,83;255;1,6;0;14,5;789,53;-1
2021-04-03 09:35:00;7;45,26;10,13;315;2,3;0;14,47;822,64;-1
2021-04-03 09:40:00;8;44,72;9,9;355;2,4;0;14,06;176,3;-1
2021-04-03 09:45:00;9;44,99;9,78;38;1;0;14,03;778,63;-1
2021-04-03 09:50:00;10;44,2;9,92;8;1;0;14,04;743,61;-1
2021-04-03 09:55:00;11;42,78;9,92;358;2,3;0;14;729,57;-1
2021-04-03 10:00:00;0;43,52;9,91;95;1,5;0;14,01;725,21;-1
2021-04-03 10:05:00;1;44,28;10,63;33;0,3;0;14;725;-1
2021-04-03 10:10:00;2;41,11;10,41;198;0,5;0;13,98;742,07;-1
2021-04-03 10:15:00;3;42,54;10,94;3;1,1;0;13,97;743,12;-1
2021-04-03 10:20:00;4;42,75;11,16;35;1;0;13,98;746,87;-1
2021-04-03 10:25:00;5;43,8;11;295;2,4;0;13,97;752,06;-1
2021-04-03 10:30:00;6;41,81;10,84;313;1,4;0;13,98;759,42;-1
2021-04-03 10:35:00;7;42,54;10,77;328;1,4;0;13,94;768,82;-1
2021-04-03 10:40:00;8;39,93;11,31;243;2,1;0;13,96;769,64;-1
2021-04-03 10:45:00;9;41,56;11,21;83;1,7;0;13,95;768,52;-1
2021-04-03 10:50:00;10;42,36;11,42;333;0,6;0;13,95;767,65;-1
2021-04-03 10:55:00;11;44,77;11,08;83;0,3;0;13,95;783,9;-1
2021-04-03 11:00:00;0;41,97;11,83;188;1,1;0;13,94;787,43;-1
2021-04-03 11:05:00;1;40,1;11,77;55;1,8;0;13,96;804,84;-1
2021-04-03 11:10:00;2;38,2;11,91;15;1,3;0;13,91;795,09;-1
2021-04-03 11:15:00;3;39,46;12,27;310;0,7;0;13,93;792,54;-1
2021-04-03 11:20:00;4;37,52;12,35;295;1,1;0;13,91;800,08;-1
2021-04-03 11:25:00;5;40,98;12,26;355;0,6;0;13,93;791,35;-1
2021-04-03 11:30:00;6;40,62;12,06;100;0;0;13,91;804,83;-1
2021-04-03 11:35:00;7;37,66;12,86;318;1,7;0;13,93;838,75;-1
2021-04-03 11:40:00;8;35,42;13,17;308;2,8;0;13,88;829,82;-1
2021-04-03 11:45:00;9;36,06;12,87;243;1,7;0;13,89;837,24;-1
2021-04-03 11:50:00;10;34,37;12,83;340;2,2;0;13,89;879,11;-1
2021-04-03 11:55:00;11;35,57;11,79;93;1,3;0;13,88;903,1;-1
2021-04-03 12:00:00;0;33,31;12,63;68;1,6;0;13,9;941,71;-1
2021-04-03 12:05:00;1;32,44;12,66;335;0,7;0;13,89;207,1;-1
2021-04-03 12:10:00;2;36,07;11,49;300;1,7;0;13,89;185,23;-1
2021-04-03 12:15:00;3;37,16;11,2;323;1,3;0;13,91;144,22;-1
2021-04-03 12:20:00;4;33,58;12,33;355;2,3;0;13,91;818,75;-1
2021-04-03 12:25:00;5;32,21;13,19;340;1,5;0;13,92;854,88;-1
2021-04-03 12:30:00;6;29,67;14,16;168;0,8;0;13,92;513,32;-1
2021-04-03 12:35:00;7;32,41;12,83;298;2,1;0;13,91;189,77;-1
2021-04-03 12:40:00;8;32,03;11,98;308;1;0;13,91;187,39;-1
2021-04-03 12:45:00;9;30,92;11,89;288;2,5;0;13,91;782,99;-1
2021-04-03 12:50:00;10;30,92;13,23;28;2,6;0;13,93;296,87;-1
2021-04-03 12:55:00;11;32,39;12,29;200;0,6;0;13,91;155,64;-1
2021-04-03 13:00:00;0;30,54;12,49;35;1,2;0;13,95;835,71;-1
2021-04-03 13:05:00;1;28,37;13,31;310;1,7;0;13,96;162,92;0
2021-04-03 13:10:00;2;30,67;13,3;13;0,6;0;13,96;760,72;0
2021-04-03 13:15:00;3;25,43;14,15;355;1,1;0;13,91;772,32;0
2021-04-03 13:20:00;4;30,16;14,46;18;0,4;0;13,92;852,08;0
2021-04-03 13:25:00;5;29,74;13,55;48;1,6;0;13,91;222,39;0
2021-04-03 13:30:00;6;32;12,42;288;3,1;0;13,92;189,17;0
2021-04-03 13:35:00;7;29,97;12,38;248;2,8;0;13,92;181,29;0
2021-04-03 13:40:00;8;30,04;12,29;333;0,5;0;13,91;708,62;0
2021-04-03 13:45:00;9;31,67;14;130;0,5;0;13,92;735,82;0
2021-04-03 13:50:00;10;29,26;13,87;350;2,2;0;13,92;285,92;0
2021-04-03 13:55:00;11;31;13,65;28;1;0;13,92;488,18;0
2021-04-03 14:00:00;0;28,93;13,84;305;1,2;0;13,91;563,72;0
2021-04-03 14:05:00;1;28,65;13,79;53;0,7;0;13,91;406,84;0
2021-04-03 14:10:00;2;30,31;12,63;285;0,4;0;13,92;146,37;0
2021-04-03 14:15:00;3;28,59;12,85;178;0,3;0;13,91;469,77;0
2021-04-03 14:20:00;4;28,79;13,44;140;0,7;0;13,91;693,65;0
2021-04-03 14:25:00;5;30,21;13,19;270;1,6;0;13,92;194,71;0
2021-04-03 14:30:00;6;31,62;13,01;303;0,5;0;13,94;208,89;0
2021-04-03 14:35:00;7;30,59;12,94;320;1,7;0;13,96;558,15;0
2021-04-03 14:40:00;8;27,92;12,47;15;0,7;0;13,94;209,28;0
2021-04-03 14:45:00;9;27,09;13,16;20;0,9;0;13,94;199,29;0
2021-04-03 14:50:00;10;28,54;13,11;320;1,9;0;13,94;145,86;0
2021-04-03 14:55:00;11;28,38;12,46;40;1,7;0;13,98;125,17;0
2021-04-03 15:00:00;0;29,37;12,42;328;1,4;0;13,98;390,78;0
2021-04-03 15:05:00;1;28,82;13,11;45;1,4;0;13,98;302,21;0
2021-04-03 15:10:00;2;27,11;13,32;95;1,1;0;13,98;140,08;0
2021-04-03 15:15:00;3;28,25;12,79;70;2,3;0;13,98;73,01;0
2021-04-03 15:20:00;4;27,14;13,21;293;2;0;13,98;82,92;0
2021-04-03 15:25:00;5;28,13;12,99;298;2,9;0;13,98;146,45;0
2021-04-03 15:30:00;6;27,67;12,96;15;0,7;0;14,02;85,09;0
2021-04-03 15:35:00;7;28;12,86;295;0,9;0;14;132,13;0
2021-04-03 15:40:00;8;28,22;12,54;320;0,3;0;14,01;274,3;0
2021-04-03 15:45:00;9;27,91;12,43;48;1,5;0;14,01;142,45;0
2021-04-03 15:50:00;10;28,01;12,65;318;0,6;0;14;56,27;0
2021-04-03 15:55:00;11;27,62;12,59;298;1,4;0;14,01;68,58;0
2021-04-03 16:00:00;0;29,34;12,11;268;3,6;0;14,01;76,63;0
2021-04-03 16:05:00;1;28,16;11,65;305;2,5;0;14;75,14;0
2021-04-03 16:10:00;2;31,36;11,65;30;1,1;0;14,01;97,74;0
2021-04-03 16:15:00;3;29,93;11,75;55;0,3;0;14,04;104,81;0
2021-04-03 16:20:00;4;29,01;11,92;333;0,8;0;14,04;99,04;0
2021-04-03 16:25:00;5;29,7;12,02;318;0,6;0;14,04;62,19;0
2021-04-03 16:30:00;6;29,49;11,86;308;0,7;0;14,04;53,93;0
2021-04-03 16:35:00;7;28,62;11,75;280;2,9;0;14,07;43,64;0
2021-04-03 16:40:00;8;29,48;11,6;350;0,4;0;14,06;33,23;0
2021-04-03 16:45:00;9;29,96;11,52;60;1,2;0;14,05;34,57;0
2021-04-03 16:50:00;10;31,14;11,23;253;0,6;0;14,06;41,13;0
2021-04-03 16:55:00;11;30,67;11,16;223;0,4;0;14,06;42,27;0
2021-04-03 17:00:00;0;30,28;11,08;335;0,6;0;14,08;32,79;0
2021-04-03 17:05:00;1;31,98;10,89;263;0,3;0;14,07;27,48;0
2021-04-03 17:10:00;2;33,12;10,71;50;0,8;0;14,06;29,04;0
2021-04-03 17:15:00;3;32,92;10,71;280;0,8;0;14,07;27,19;0
2021-04-03 17:20:00;4;31,73;10,63;313;0,5;0;14,06;26,74;0
2021-04-03 17:25:00;5;31,83;10,46;310;0,3;0;14,09;26,03;0
2021-04-03 17:30:00;6;33,28;10,26;358;0,2;0;13,96;21,57;0
2021-04-03 17:35:00;7;35,18;10,42;45;1,2;0;13,74;15,31;0
2021-04-03 17:40:00;8;36,79;10;358;0,4;0;13,66;9,86;0
2021-04-03 17:45:00;9;35,5;9,93;35;0,2;0;13,6;5,83;0
2021-04-03 17:50:00;10;35,69;9,65;68;0,1;0;13,56;3,74;0
2021-04-03 17:55:00;11;37,25;9,3;295;0,1;0;13,51;2,7;0
2021-04-03 18:00:00;0;36,94;9,01;348;0,4;0;13,47;3,78;0
2021-04-03 18:05:00;1;36,06;9,08;168;0,3;0;13,42;2,01;0
2021-04-03 18:10:00;2;37,01;9,04;310;0,5;0;13,38;0,08;0
2021-04-03 18:15:00;3;40,89;8,81;270;0,4;0;13,34;-0,88;0
2021-04-03 18:20:00;4;39,26;8,73;318;0,2;0;13,31;-1,34;0
2021-04-03 18:25:00;5;40,71;8,34;308;0,1;0;13,28;-1,39;0
2021-04-03 18:30:00;6;40,93;8,13;315;0,1;0;13,26;-1,54;0
2021-04-03 18:35:00;7;41,99;7,73;343;0;0;13,24;-1,6;0
2021-04-03 18:40:00;8;41,15;7,57;328;0,2;0;13,22;-1,54;0
2021-04-03 18:45:00;9;43,41;7,3;335;0,2;0;13,21;-1,59;0
2021-04-03 18:50:00;10;44,93;7,08;328;0;0;13,19;-1,62;0
2021-04-03 18:55:00;11;44,41;6,76;300;0;0;13,18;-1,64;0
2021-04-03 19:00:00;0;43,99;6,63;303;0,7;0;13,17;-1,72;0
2021-04-03 19:05:00;1;50,55;6,31;310;0;0;13,16;-1,68;0
2021-04-03 19:10:00;2;49,57;6;45;0;0;13,15;-1,72;0
2021-04-03 19:15:00;3;49,48;5,89;298;0;0;13,14;-1,79;0
2021-04-03 19:20:00;4;47,64;5,78;310;0,3;0;13,14;-1,77;0
2021-04-03 19:25:00;5;51,46;5,67;268;0,3;0;13,13;-1,84;0
2021-04-03 19:30:00;6;52;5,44;358;0,1;0;13,12;-1,85;0
2021-04-03 19:35:00;7;52,53;5,1;330;0,1;0;13,12;-1,85;0
2021-04-03 19:40:00;8;50,87;5;188;0;0;13,11;-1,88;0
2021-04-03 19:45:00;9;53,33;4,76;148;0;0;13,11;-1,94;0
2021-04-03 19:50:00;10;60,42;4,44;288;0;0;13,1;-1,98;0
2021-04-03 19:55:00;11;58,5;4,29;110;0;0;13,1;-1,95;0
2021-04-03 20:00:00;0;56,19;4,12;315;0;0;13,09;-1,96;0
2021-04-03 20:05:00;1;58,98;4,17;283;0;0;13,09;-1,99;0
2021-04-03 20:10:00;2;56,35;4,06;320;0,6;0;13,08;-1,99;0
2021-04-03 20:15:00;3;56,9;3,83;180;0;0;13,08;-2,01;0
2021-04-03 20:20:00;4;56,59;3,61;108;0;0;13,08;-2,06;0
2021-04-03 20:25:00;5;59,68;3,39;158;0,3;0;13,07;-2,09;0
2021-04-03 20:30:00;6;62,5;3,13;178;0;0;13,07;-2,09;0
2021-04-03 20:35:00;7;63,8;2,76;158;0,4;0;13,06;-2,17;0
2021-04-03 20:40:00;8;63,33;2,66;228;0;0;13,06;-2,1;0
2021-04-03 20:45:00;9;61,68;2,89;275;0,2;0;13,06;-2,15;0
2021-04-03 20:50:00;10;63,82;2,96;270;0,2;0;13,05;-2,12;0
2021-04-03 20:55:00;11;64,75;2,82;285;0;0;13,05;-2,19;0
2021-04-03 21:00:00;0;66,07;2,62;340;0;0;13,05;-2,16;0
2021-04-03 21:05:00;1;66,9;2,39;28;0;0;13,04;-2,19;0
2021-04-03 21:10:00;2;68,38;2,16;53;0;0;13,04;-2,24;0
2021-04-03 21:15:00;3;68,76;1,95;55;0,4;0;13,04;-2,17;0
2021-04-03 21:20:00;4;68,99;1,77;148;0;0;13,03;-2,21;0
2021-04-03 21:25:00;5;69,29;1,65;58;0,3;0;13,03;-2,26;0
2021-04-03 21:30:00;6;67,74;1,61;15;0,1;0;13,03;-2,25;0
2021-04-03 21:35:00;7;70,01;1,52;95;0,2;0;13,02;-2,24;0
2021-04-03 21:40:00;8;70,77;1,39;55;0,1;0;13,02;-2,29;0
2021-04-03 21:45:00;9;70,73;1,32;150;0,2;0;13,02;-2,28;0
2021-04-03 21:50:00;10;70,87;1,21;175;0;0;13,02;-2,22;0
2021-04-03 21:55:00;11;70,34;1,18;100;0,1;0;13,01;-2,3;0
2021-04-03 22:00:00;0;71,19;1,1;275;0;0;13,01;-2,36;0
2021-04-03 22:05:00;1;71,27;1;28;0,1;0;13,01;-2,28;0
2021-04-03 22:10:00;2;71,08;1,08;43;0,2;0;13;-2,33;0
2021-04-03 22:15:00;3;74,18;1,11;155;0,4;0;13;-2,33;0
2021-04-03 22:20:00;4;73,09;0,98;160;0;0;13;-2,39;0
2021-04-03 22:25:00;5;73,86;0,91;83;0,2;0;13;-2,38;0
2021-04-03 22:30:00;6;73,25;0,83;200;0,1;0;12,99;-2,35;0
2021-04-03 22:35:00;7;73,14;0,76;48;0;0;12,99;-2,41;0
2021-04-03 22:40:00;8;74,25;0,65;308;0,2;0;12,99;-2,49;0
2021-04-03 22:45:00;9;74,29;0,73;275;0,2;0;12,99;-2,45;0
2021-04-03 22:50:00;10;77,92;0,87;228;0,7;0;12,98;-2,4;0
2021-04-03 22:55:00;11;76,96;0,77;155;0,7;0;12,98;-2,39;0
2021-04-03 23:00:00;0;73,85;0,51;160;0,4;0;12,98;-2,41;0
2021-04-03 23:05:00;1;74,19;0,32;218;0,3;0;12,97;-2,43;0
2021-04-03 23:10:00;2;74,94;0,3;155;0;0;12,97;-2,43;0
2021-04-03 23:15:00;3;74,74;0,31;188;0;0;12,97;-2,45;0
2021-04-03 23:20:00;4;77,06;0,24;205;0;0;12,97;-2,47;0
2021-04-03 23:25:00;5;78,18;0,2;243;0,7;0;12,97;-2,46;0
2021-04-03 23:30:00;6;78,53;0,16;233;0,4;0;12,97;-2,46;0
2021-04-03 23:35:00;7;76,64;0;278;0,3;0;12,96;-2,46;0
2021-04-03 23:40:00;8;76,95;-0,15;240;0,8;0;12,96;-2,5;0
2021-04-03 23:45:00;9;76,44;-0,15;95;0,1;0;12,96;-2,55;0
2021-04-03 23:50:00;10;79,17;-0,33;95;0,2;0;12,96;-2,51;0
2021-04-03 23:55:00;11;80,57;-0,46;218;0;0;12,95;-2,55;0
2021-04-04 00:00:00;0;79,28;-0,47;330;0;0;12,95;-2,56;0
2021-04-04 00:05:00;1;80,92;-0,64;135;0,4;0;12,95;-2,47;0
2021-04-04 00:10:00;2;82,4;-0,79;105;0;0;12,95;-2,53;0
2021-04-04 00:15:00;3;82,85;-0,95;125;0,2;0;12,95;-2,54;0
2021-04-04 00:20:00;4;81,94;-1,06;135;0,3;0;12,94;-2,57;0
2021-04-04 00:25:00;5;82,08;-1,17;163;0,3;0;12,94;-2,52;0
2021-04-04 00:30:00;6;82,49;-1,16;158;0;0;12,94;-2,58;0
2021-04-04 00:35:00;7;81,86;-1,06;163;0,3;0;12,94;-2,6;0
2021-04-04 00:40:00;8;82,34;-1,06;255;0,1;0;12,94;-2,58;0
2021-04-04 00:45:00;9;83,27;-0,94;240;0,6;0;12,93;-2,59;0
2021-04-04 00:50:00;10;83,07;-1;168;0,4;0;12,93;-2,64;0
2021-04-04 00:55:00;11;82,9;-1,07;250;0,2;0;12,93;-2,68;0
2021-04-04 01:00:00;0;83,57;-1,11;120;0,5;0;12,93;-2,73;-1
2021-04-04 01:05:00;1;83,72;-1,19;150;0;0;12,88;-2,54;-1
2021-04-04 01:10:00;2;83,41;-1,32;140;0,1;0;12,88;-2,51;-1
2021-04-04 01:15:00;3;84,07;-1,48;168;0,3;0;12,87;-2,58;-1
2021-04-04 01:20:00;4;84,88;-1,64;165;0,2;0;12,87;-2,59;-1
2021-04-04 01:25:00;5;85,09;-1,72;208;0;0;12,86;-2,62;-1
2021-04-04 01:30:00;6;85,68;-1,78;210;0,2;0;12,87;-2,54;-1
2021-04-04 01:35:00;7;85,9;-1,83;230;0;0;12,86;-2,56;-1
2021-04-04 01:40:00;8;87,29;-1,94;308;0;0;12,86;-2,62;-1
2021-04-04 01:45:00;9;88,36;-2,05;250;0,4;0;12,86;-2,6;-1
2021-04-04 01:50:00;10;88,72;-1,96;225;0;0;12,86;-2,57;-1
2021-04-04 01:55:00;11;89,49;-2,01;130;0,6;0;12,85;-2,61;-1
2021-04-04 02:00:00;0;87,83;-1,93;160;0,4;0;12,85;-2,61;-1
2021-04-04 02:05:00;1;86,97;-2,01;145;0,5;0;12,85;-2,59;-1
2021-04-04 02:10:00;2;87,61;-2,13;150;0,7;0;12,85;-2,63;-1
2021-04-04 02:15:00;3;88,7;-2,23;155;0,3;0;12,84;-2,67;-1
2021-04-04 02:20:00;4;88,8;-2,3;178;0,1;0;12,84;-2,66;-1
2021-04-04 02:25:00;5;89,32;-2,34;338;0;0;12,84;-2,66;-1
2021-04-04 02:30:00;6;89,62;-2,32;98;0;0;12,84;-2,64;-1
2021-04-04 02:35:00;7;90,2;-2,2;150;0;0;12,83;-2,63;-1
