Datum;CycleCounter;Hygro_S3_r.Feuchte;Hygro_S3_Temperatur;Windrichtung;Windgeschwindigkeit;Niederschlag;UB;SP_Lite2_Pyranometer;Windrichtung_mittel;Steuerung_MC55i
2021-04-14 17:45:00;11;94,06;1,01;70;0,63;0;12,98;15,5;74;0
2021-04-14 18:00:00;2;95,9;0,96;48;0,4;0;12,96;11,9;61;0
2021-04-14 18:15:00;5;91,9;0,58;48;0,2;0;12,9;4,37;48;0
2021-04-14 18:30:00;8;90,32;0,35;45;0,2;0;12,88;2,69;82;0
2021-04-14 18:45:00;11;91,87;0,05;68;0,3;0;12,86;2,29;90;0
2021-04-14 19:00:00;2;86,83;0,16;40;0,27;0;12,85;2,24;58;0
2021-04-14 19:15:00;5;81,49;0,42;340;0;0;12,84;2,23;239;0
2021-04-14 19:30:00;8;81,75;0,6;93;0;0;12,83;2,3;81;0
2021-04-14 19:45:00;11;82,73;0,47;50;0,2;0;12,82;2,32;59;0
2021-04-14 20:00:00;2;85,45;0,2;60;0,3;0;12,81;2,27;46;0
2021-04-14 20:15:00;5;86,94;-0,07;58;0,3;0;12,8;2,33;56;0
2021-04-14 20:30:00;8;84,23;-0,06;60;0,23;0;12,8;2,32;44;0
2021-04-14 20:45:00;11;80,86;0,02;78;0,23;0;12,79;2,34;64;0
2021-04-14 21:00:00;2;79,9;-0,12;93;0,23;0;12,79;2,35;68;0
2021-04-14 21:15:00;5;79,17;-0,15;65;0,3;0;12,78;2,38;73;0
2021-04-14 21:30:00;8;78,9;-0,38;110;0,23;0;12,78;2,38;80;0
2021-04-14 21:45:00;11;79,37;-0,37;23;0,2;0;12,77;2,39;54;0
2021-04-14 22:00:00;2;84,92;-0,63;55;0,37;0;12,77;2,43;60;0
2021-04-14 22:15:00;5;86,81;-0,91;68;0,53;0;12,76;2,39;55;0
2021-04-14 22:30:00;8;87,57;-1,01;40;0,37;0;12,76;2,43;43;0
2021-04-14 22:45:00;11;89,08;-1,14;43;0,57;0;12,76;2,45;49;0
2021-04-14 23:00:00;2;89,54;-1,34;43;0,43;0;12,76;2,46;59;0
2021-04-14 23:15:00;5;90;-1,47;110;0,37;0;12,75;2,41;78;0
2021-04-14 23:30:00;8;86,19;-1,41;103;0,1;0;12,75;2,44;89;0
2021-04-14 23:45:00;11;89,48;-1,58;75;0,5;0;12,74;2,46;64;0
2021-04-15 00:00:00;2;90,34;-1,75;78;0,37;0;12,74;2,46;76;0
2021-04-15 00:15:00;5;90,76;-1,77;43;0,6;0;12,74;2,52;59;0
2021-04-15 00:30:00;8;91,26;-1,83;48;0,6;0;12,73;2,54;66;0
2021-04-15 00:45:00;11;90,98;-1,88;73;0,57;0;12,73;2,38;81;0
2021-04-15 01:00:00;2;91,22;-1,87;93;0,47;0;12,73;2,38;71;0
2021-04-15 01:15:00;5;90,93;-1,93;85;0,57;0;12,67;2,4;58;-1
2021-04-15 01:30:00;8;90,83;-1,99;68;0,5;0;12,66;2,37;85;-1
2021-04-15 01:45:00;11;89,19;-1,98;48;0,93;0;12,65;2,31;47;-1
2021-04-15 02:00:00;2;89,37;-1,96;28;0,7;0;12,64;2,35;40;-1
2021-04-15 02:15:00;5;90,55;-1,97;53;0,73;0;12,64;2,32;54;-1
2021-04-15 02:30:00;8;90,16;-2,11;30;0,83;0;12,63;2,29;46;-1
2021-04-15 02:45:00;11;89,88;-2,07;50;1,03;0;12,63;2,31;54;-1
2021-04-15 03:00:00;2;90,81;-2,08;68;0,93;0;12,62;2,34;65;-1
2021-04-15 03:15:00;5;90,83;-2,09;53;0,83;0;12,62;2,35;63;-1
2021-04-15 03:30:00;8;90,9;-2,13;68;0,97;0;12,61;2,31;54;-1
2021-04-15 03:45:00;11;90,9;-2,15;55;1,13;0;12,6;2,34;57;-1
2021-04-15 04:00:00;2;90,42;-2,17;53;0,97;0;12,6;2,34;54;-1
2021-04-15 04:15:00;5;90,3;-2,14;58;0,93;0;12,59;2,43;63;-1
2021-04-15 04:30:00;8;90,57;-2,19;48;0,7;0;12,58;3,16;43;-1
2021-04-15 04:45:00;11;89,57;-2,24;55;0,77;0;12,58;5,19;46;-1
2021-04-15 05:00:00;2;90,42;-2,24;68;0,7;0;12,57;7,33;52;-1
2021-04-15 05:15:00;5;91,77;-2,24;75;0,67;0;12,58;12,6;67;-1
2021-04-15 05:30:00;8;90,87;-1,9;218;0,57;0;12,64;37,51;110;-1
2021-04-15 05:45:00;11;87,76;-1,37;280;0,13;0;12,67;26,04;150;-1
2021-04-15 06:00:00;2;87,45;-1,24;340;0,13;0;12,63;23,41;226;-1
2021-04-15 06:15:00;5;89,34;-1,17;53;0,47;0;12,62;22,9;32;-1
2021-04-15 06:30:00;8;88,87;-0,82;55;0,2;0;12,63;26,3;73;-1
2021-04-15 06:45:00;11;87,12;-0,34;35;0,33;0;12,65;29,77;23;-1
2021-04-15 07:00:00;2;85,32;-0,02;275;0,47;0;12,67;33,19;128;-1
2021-04-15 07:15:00;5;82,5;0,38;78;0,43;0;12,69;39,6;135;-1
2021-04-15 07:30:00;8;80,61;0,81;285;0,23;0;12,73;44,6;169;-1
2021-04-15 07:45:00;11;78,75;1,11;23;0,43;0;12,77;64,17;146;-1
2021-04-15 08:00:00;2;74,8;1,79;243;0,47;0;12,83;55,04;173;-1
2021-04-15 08:15:00;5;71,87;2,3;135;0,6;0;12,92;71,75;173;-1
2021-04-15 08:30:00;8;70,37;3,14;148;0,47;0;13,28;142,38;195;-1
2021-04-15 08:45:00;11;62,89;3,9;115;0,4;0;13,88;154,05;180;-1
2021-04-15 09:00:00;2;58,82;3,8;35;0,7;0;14,31;147,98;43;-1
2021-04-15 09:15:00;5;57,98;3,85;45;1,03;0;14,48;151,09;55;-1
2021-04-15 09:30:00;8;55,81;4,2;35;0,9;0;14,61;132,12;84;-1
2021-04-15 09:45:00;11;51,1;4,99;95;1,63;0;14,7;205,32;86;-1
2021-04-15 10:00:00;2;47,12;5,54;95;1,1;0;14,67;339,38;90;-1
2021-04-15 10:15:00;5;45,86;5,52;348;0,47;0;14,65;693,51;161;-1
2021-04-15 10:30:00;8;49,83;5,64;175;0,6;0;14,53;181,39;135;-1
2021-04-15 10:45:00;11;66,1;3,06;65;0,97;0;14,62;331,75;79;-1
2021-04-15 11:00:00;2;49,09;6,05;128;0,37;0;14,61;805,25;169;-1
2021-04-15 11:15:00;5;66,71;4,56;8;0,5;0;14,6;139,61;220;-1
2021-04-15 11:30:00;8;73,57;3,44;15;0,43;0;14,6;148,21;219;-1
2021-04-15 11:45:00;11;68,25;4,7;35;0,87;0;14,62;637;182;-1
2021-04-15 12:00:00;2;48,46;7,26;173;0,43;0;14,31;683,03;158;-1
2021-04-15 12:15:00;5;48,44;5,32;108;0,37;0;14,17;128,81;132;-1
2021-04-15 12:30:00;8;52,26;4,86;30;0,77;0;14,17;146,02;40;-1
2021-04-15 12:45:00;11;40,96;7,16;48;0,6;0;14,16;849,1;200;-1
2021-04-15 13:00:00;2;45,23;6,33;18;0,87;0;14,14;165,28;26;-1
2021-04-15 13:15:00;5;55,79;4,36;48;1;0;14,14;115,73;144;0
2021-04-15 13:30:00;8;55,16;4,09;48;0,43;0;14,17;184;241;0
2021-04-15 13:45:00;11;53,69;6,18;5;0,73;0;14,17;588,99;8;0
2021-04-15 14:00:00;2;55,61;6,83;360;0,97;0;14,14;291,61;181;0
2021-04-15 14:15:00;5;56,95;5,55;28;1,1;0;14,14;187,75;39;0
2021-04-15 14:30:00;8;55,42;5,86;265;0,17;0;14,14;531,05;226;0
2021-04-15 14:45:00;11;43,49;7,6;95;1,13;0;14,11;339,5;195;0
2021-04-15 15:00:00;2;50,69;5,89;5;0,73;0;14,08;52,86;48;0
2021-04-15 15:15:00;5;53,76;4,62;55;0,6;0;14,14;85,31;215;0
2021-04-15 15:30:00;8;50,88;5,67;35;0,43;0;14,14;427,2;138;0
2021-04-15 15:45:00;11;45,74;6,64;360;0,87;0;14,14;339,36;128;0
2021-04-15 16:00:00;2;47,18;5,66;35;0,53;0;14,13;58,01;159;0
2021-04-15 16:15:00;5;48,74;5,42;28;0,63;0;14,14;98,02;61;0
2021-04-15 16:30:00;8;47,56;5,4;38;0,9;0;14,14;49,09;36;0
2021-04-15 16:45:00;11;50,89;4,56;25;0,73;0;14;35,6;19;0
2021-04-15 17:00:00;2;59,67;3,74;30;1,03;0;13,48;21,26;32;0
2021-04-15 17:15:00;5;67,22;3,07;358;0,8;0;13,35;26,78;146;0
2021-04-15 17:30:00;8;69,57;2,8;148;0,4;0;13,29;22,8;79;0
2021-04-15 17:45:00;11;72,15;2,53;25;0,73;0;13,09;14,46;18;0
2021-04-15 18:00:00;2;75,8;2,08;28;0,67;0;12,96;8,54;34;0
2021-04-15 18:15:00;5;78,59;1,52;23;0,13;0;12,91;4,61;40;0
2021-04-15 18:30:00;8;79,15;1,17;80;0,07;0;12,89;2,63;69;0
2021-04-15 18:45:00;11;78,31;0,81;325;0;0;12,87;2,16;141;0
2021-04-15 19:00:00;2;79,82;0,43;80;0,1;0;12,86;2,12;84;0
2021-04-15 19:15:00;5;80,63;0,04;40;0,33;0;12,84;2,14;52;0
2021-04-15 19:30:00;8;81,61;-0,15;45;0,33;0;12,84;2,18;54;0
2021-04-15 19:45:00;11;82,3;-0,37;30;0,43;0;12,83;2,23;53;0
2021-04-15 20:00:00;2;81,94;-0,42;175;0,13;0;12,82;2,27;142;0
2021-04-15 20:15:00;5;83,62;-0,49;95;0,23;0;12,81;2,26;101;0
2021-04-15 20:30:00;8;86,21;-0,63;55;0,37;0;12,81;2,27;44;0
2021-04-15 20:45:00;11;87,85;-0,73;115;0,23;0;12,8;2,31;84;0
2021-04-15 21:00:00;2;86,25;-0,59;75;0,1;0;12,79;2,31;94;0
2021-04-15 21:15:00;5;87,34;-0,64;125;0,3;0;12,79;2,39;98;0
2021-04-15 21:30:00;8;88,63;-0,66;60;0,53;0;12,78;2,35;46;0
2021-04-15 21:45:00;11;88,53;-0,76;78;0,57;0;12,78;2,32;68;0
2021-04-15 22:00:00;2;86,99;-0,78;48;0,43;0;12,77;2,31;51;0
2021-04-15 22:15:00;5;86,63;-0,8;40;0,8;0;12,77;2,39;44;0
2021-04-15 22:30:00;8;86,04;-0,94;60;0,63;0;12,77;2,36;52;0
2021-04-15 22:45:00;11;86,63;-1,04;68;0,67;0;12,76;2,41;63;0
2021-04-15 23:00:00;2;85,73;-1,14;60;0,53;0;12,76;2,41;52;0
2021-04-15 23:15:00;5;87,59;-1,39;50;0,7;0;12,75;2,42;45;0
2021-04-15 23:30:00;8;87,02;-1,42;35;0,5;0;12,75;2,45;51;0
2021-04-15 23:45:00;11;88,63;-1,57;105;0,47;0;12,75;2,45;64;0
2021-04-16 00:00:00;2;88;-1,54;128;0,3;0;12,74;2,45;102;0
2021-04-16 00:15:00;5;89,66;-1,66;78;0,67;0;12,74;2,48;65;0
2021-04-16 00:30:00;8;89,7;-1,73;53;0,77;0;12,74;2,47;56;0
2021-04-16 00:45:00;11;90,24;-1,82;50;0,37;0;12,73;2,47;63;0
2021-04-16 01:00:00;2;90,61;-1,84;65;0,6;0;12,73;2,51;56;0
2021-04-16 01:15:00;5;90,85;-1,87;48;0,6;0;12,67;2,39;153;-1
2021-04-16 01:30:00;8;92,02;-1,95;48;0,87;0;12,66;2,41;50;-1
2021-04-16 01:45:00;11;93,05;-1,97;75;0,47;0;12,65;2,43;69;-1
2021-04-16 02:00:00;2;93,43;-2,01;75;0,3;0;12,65;2,42;71;-1
2021-04-16 02:15:00;5;94,45;-2,1;70;0,57;0;12,64;2,44;103;-1
2021-04-16 02:30:00;8;94,86;-2,06;83;0,57;0;12,64;2,42;70;-1
2021-04-16 02:45:00;11;95,48;-2,14;55;0,53;0;12,64;2,41;64;-1
2021-04-16 03:00:00;2;95,62;-2,24;75;0,53;0;12,63;2,39;59;-1
2021-04-16 03:15:00;5;95,57;-2,28;33;0,77;0;12,62;2,44;54;-1
2021-04-16 03:30:00;8;95,72;-2,32;35;0,43;0;12,62;2,4;46;-1
2021-04-16 03:45:00;11;96,36;-2,42;40;0,33;0;12,61;2,39;51;-1
2021-04-16 04:00:00;2;97,18;-2,49;30;0,23;0;12,6;2,45;44;-1
2021-04-16 04:15:00;5;97,79;-2,65;53;0,07;0;12,6;2,56;73;-1
2021-04-16 04:30:00;8;97,93;-2,73;35;0,1;0;12,59;3,64;181;-1
2021-04-16 04:45:00;11;98,21;-2,73;53;0,03;0;12,59;6,93;135;-1
2021-04-16 05:00:00;2;99,46;-2,58;95;0,13;0;12,59;11,27;61;-1
2021-04-16 05:15:00;5;100;-2,37;28;0,33;0;12,6;20,02;42;-1
2021-04-16 05:30:00;8;100;-1,74;60;0,43;0;12,62;24,4;48;-1
2021-04-16 05:45:00;11;100;-1,36;38;0,7;0;12,65;32,04;42;-1
2021-04-16 06:00:00;2;99,79;-1,15;25;0,37;0;12,71;51,7;37;-1
2021-04-16 06:15:00;5;99,31;-0,89;345;0,43;0;12,75;35,07;248;-1
2021-04-16 06:30:00;8;99,13;-0,84;23;0,47;0;12,78;51,69;27;-1
2021-04-16 06:45:00;11;98,63;-0,59;95;0,27;0;12,82;47,27;189;-1
2021-04-16 07:00:00;2;98,27;-0,37;13;0,37;0;12,85;51,9;36;-1
2021-04-16 07:15:00;5;97,12;-0,12;35;0,33;0;12,92;62,96;46;-1
2021-04-16 07:30:00;8;96,1;0,11;78;0,57;0;13,01;59,61;50;-1
2021-04-16 07:45:00;11;94,84;0,22;70;0,9;0;13,05;65,88;50;-1
2021-04-16 08:00:00;2;94,51;0,44;358;0,57;0;13,12;63,18;141;-1
2021-04-16 08:15:00;5;93,26;0,49;48;0,27;0;13,15;70,15;239;-1
2021-04-16 08:30:00;8;91,94;0,73;340;0,7;0;13,29;90,23;228;-1
2021-04-16 08:45:00;11;88,04;1,25;83;0,67;0;13,86;134,87;52;-1
2021-04-16 09:00:00;2;85,26;1,46;173;0,4;0;13,53;84,48;122;-1
2021-04-16 09:15:00;5;85,17;1,67;95;0,33;0;13,8;115,35;228;-1
2021-04-16 09:30:00;8;80,89;2,13;188;0,57;0;14,57;173,96;154;-1
2021-04-16 09:45:00;11;78,59;2,43;350;0,67;0;14,74;169,69;201;-1
2021-04-16 10:00:00;2;71,94;2,88;8;0,8;0;14,28;117,8;118;-1
2021-04-16 10:15:00;5;70,07;3,61;113;0,9;0;14,73;710,48;149;-1
2021-04-16 10:30:00;8;61,68;4,25;3;0,7;0;14,65;485,91;127;-1
2021-04-16 10:45:00;11;69,79;3,54;35;0,63;0;14,36;158,64;139;-1
2021-04-16 11:00:00;2;68,35;3,25;28;0,73;0;14,6;92,82;25;-1
2021-04-16 11:15:00;5;71,47;2,66;35;0,87;0;14,02;61,54;38;-1
2021-04-16 11:30:00;8;73,07;2,56;83;0,23;0;13,73;60,94;74;-1
2021-04-16 11:45:00;11;72,55;3;348;0,83;0;14,69;180,09;258;-1
2021-04-16 12:00:00;2;68,41;3,43;345;0,77;0;14,67;103,29;229;-1
2021-04-16 12:15:00;5;69,7;3,11;8;0,63;0;14,67;102,65;123;-1
2021-04-16 12:30:00;8;68,75;3,28;8;0,4;0;14,69;118,07;157;-1
2021-04-16 12:45:00;11;66,6;3,38;315;0,53;0;14,26;117,73;230;-1
2021-04-16 13:00:00;2;67,98;3,24;318;0,67;0;14,27;85,07;325;-1
2021-04-16 13:15:00;5;67,17;3,49;360;0,5;0;14,27;184,58;237;0
2021-04-16 13:30:00;8;65,12;3,94;255;0,67;0;14,26;127,86;222;0
2021-04-16 13:45:00;11;67,46;3,67;338;0,43;0;14,25;77,44;141;0
2021-04-16 14:00:00;2;66,16;3,87;20;0,47;0;14,26;165,38;131;0
2021-04-16 14:15:00;5;62,23;4,75;48;0,33;0;14,26;183,76;145;0
2021-04-16 14:30:00;8;62,9;4,23;328;0,23;0;14,25;73,78;277;0
2021-04-16 14:45:00;11;66,84;3,88;55;0,47;0;14,25;76,55;84;0
2021-04-16 15:00:00;2;68,84;3,67;335;0,53;0;14,23;52,73;141;0
2021-04-16 15:15:00;5;69,58;3,47;45;0,37;0;14,24;59,42;240;0
2021-04-16 15:30:00;8;70,02;3,47;48;0,57;0;14,18;40,04;70;0
2021-04-16 15:45:00;11;71,68;3,26;8;0,5;0;14,04;37,72;56;0
2021-04-16 16:00:00;2;72,93;3,14;293;0,47;0;13,98;36,11;120;0
2021-04-16 16:15:00;5;76,33;2,95;25;0,67;0;13,8;33,35;132;0
2021-04-16 16:30:00;8;77,73;2,85;40;0,77;0;13,82;31,4;237;0
2021-04-16 16:45:00;11;78,71;2,73;28;0,53;0;13,32;19,27;50;0
2021-04-16 17:00:00;2;78,59;2,57;248;0,5;0;13,16;23,27;106;0
2021-04-16 17:15:00;5;79,54;2,54;48;0,37;0;13,08;17,03;52;0
2021-04-16 17:30:00;8;81,02;2,47;28;0,4;0;12,98;10,1;154;0
2021-04-16 17:45:00;11;81,41;2,35;18;0,33;0;12,93;7,02;39;0
2021-04-16 18:00:00;2;82,29;2,26;20;0,27;0;12,9;4,69;36;0
2021-04-16 18:15:00;5;83,77;2,17;85;0,23;0;12,87;3,13;153;0
2021-04-16 18:30:00;8;85,04;2,05;5;0,67;0;12,86;2,33;44;0
2021-04-16 18:45:00;11;84,75;1,98;40;1,07;0;12,85;2,13;174;0
2021-04-16 19:00:00;2;85,49;1,94;45;0,53;0;12,84;2,13;136;0
2021-04-16 19:15:00;5;86,87;1,87;55;0,33;0;12,83;2,12;71;0
2021-04-16 19:30:00;8;87,72;1,81;333;0,4;0;12,82;2,17;168;0
2021-04-16 19:45:00;11;88,02;1,72;20;0,4;0;12,82;2,18;25;0
2021-04-16 20:00:00;2;89,54;1,57;88;0,13;0;12,81;2,16;157;0
2021-04-16 20:15:00;5;90,66;1,45;60;0,5;0;12,81;2,15;59;0
2021-04-16 20:30:00;8;91,49;1,41;58;0,53;0;12,8;2,18;55;0
2021-04-16 20:45:00;11;91,23;1,38;58;0,43;0;12,8;2,22;49;0
2021-04-16 21:00:00;2;91,56;1,33;55;0,5;0;12,79;2,2;58;0
2021-04-16 21:15:00;5;91,99;1,25;55;0,6;0;12,79;2,2;59;0
2021-04-16 21:30:00;8;92,15;1,18;55;0,57;0;12,79;2,21;56;0
2021-04-16 21:45:00;11;92,88;1,12;78;0,57;0;12,78;2,2;65;0
2021-04-16 22:00:00;2;93,08;1,1;53;0,73;0;12,78;2,18;61;0
2021-04-16 22:15:00;5;93,37;1,08;45;0,47;0;12,77;2,19;50;0
2021-04-16 22:30:00;8;93,15;1,13;35;0,57;0;12,77;2,21;45;0
2021-04-16 22:45:00;11;93,73;1,14;48;0,57;0;12,77;2,2;52;0
2021-04-16 23:00:00;2;93,84;1,15;68;0,57;0;12,77;2,23;67;0
2021-04-16 23:15:00;5;93,73;1,19;55;0,6;0;12,76;2,2;56;0
2021-04-16 23:30:00;8;93,13;1,2;55;0,73;0;12,76;2,21;50;0
2021-04-16 23:45:00;11;93,61;1,21;53;0,6;0;12,76;2,2;56;0
2021-04-17 00:00:00;2;92,89;1,19;33;0,97;0;12,76;2,2;45;0
2021-04-17 00:15:00;5;93,52;1,22;58;0,53;0;12,75;2,19;60;0
2021-04-17 00:30:00;8;94,24;1,2;78;0,4;0;12,75;2,19;62;0
2021-04-17 00:45:00;11;93,98;1,17;70;0,4;0;12,75;2,23;59;0
2021-04-17 01:00:00;2;94,16;1,15;55;0,13;0;12,75;2,27;50;0
2021-04-17 01:15:00;5;94,67;1,07;35;0,2;0;12,69;2,18;32;-1
2021-04-17 01:30:00;8;95,41;0,75;40;0,2;0;12,68;2,14;149;-1
2021-04-17 01:45:00;11;96,79;0,58;30;0,53;0;12,67;2,16;34;-1
2021-04-17 02:00:00;2;97,34;0,68;45;0,43;0;12,66;2,15;36;-1
2021-04-17 02:15:00;5;97,25;0,71;55;0,47;0;12,66;2,13;39;-1
2021-04-17 02:30:00;8;97,48;0,65;48;0,4;0;12,65;2,17;39;-1
2021-04-17 02:45:00;11;98,11;0,66;58;0,3;0;12,64;2,16;56;-1
2021-04-17 03:00:00;2;98,41;0,71;58;0,27;0;12,64;2,17;53;-1
2021-04-17 03:15:00;5;98,68;0,57;68;0,33;0;12,63;2,18;50;-1
2021-04-17 03:30:00;8;99,24;0,56;48;0,5;0;12,62;2,16;33;-1
2021-04-17 03:45:00;11;99,52;0,56;35;0,53;0;12,61;2,17;38;-1
2021-04-17 04:00:00;2;99,56;0,54;15;0,13;0;12,6;2,2;40;-1
2021-04-17 04:15:00;5;99,94;0,55;45;0,3;0;12,6;2,35;61;-1
2021-04-17 04:30:00;8;100;0,58;78;0,23;0;12,59;3,23;60;-1
2021-04-17 04:45:00;11;100;0,6;60;0,2;0;12,59;5,54;72;-1
2021-04-17 05:00:00;2;100;0,63;95;0,37;0;12,59;9,62;56;-1
2021-04-17 05:15:00;5;100;0,67;28;0,17;0;12,6;16,85;45;-1
2021-04-17 05:30:00;8;100;0,9;28;0,43;0;12,61;22,09;35;-1
2021-04-17 05:45:00;11;100;1,2;50;0,4;0;12,64;30,23;44;-1
2021-04-17 06:00:00;2;99,39;1,58;95;0,17;0;12,69;41,19;67;-1
2021-04-17 06:15:00;5;95,71;1,9;28;0,03;0;12,73;50,25;65;-1
2021-04-17 06:30:00;8;88,5;2,32;303;0;0;12,84;66,76;292;-1
2021-04-17 06:45:00;11;86,12;2,69;48;0,17;0;12,92;67,48;161;-1
2021-04-17 07:00:00;2;86,47;2,83;275;0,4;0;13,07;90,65;218;-1
2021-04-17 07:15:00;5;86,22;3,08;305;0,47;0;13,19;85,98;277;-1
2021-04-17 07:30:00;8;82,49;3,53;213;0,3;0;13,28;90,82;265;-1
2021-04-17 07:45:00;11;81,05;3,46;215;0,37;0;13,38;100,98;208;-1
2021-04-17 08:00:00;2;82,26;3,56;195;0,4;0;13,51;114,54;238;-1
2021-04-17 08:15:00;5;82,06;3,78;133;0,33;0;13,79;125,06;177;-1
2021-04-17 08:30:00;8;76,11;4,29;23;0,5;0;14,68;175,48;59;-1
2021-04-17 08:45:00;11;71,45;4,7;245;0,5;0;14,67;150,22;115;-1
2021-04-17 09:00:00;2;66,94;5,67;208;0,5;0;14,51;146,36;231;-1
2021-04-17 09:15:00;5;64,7;5,59;178;0,97;0;14,58;123,78;167;-1
2021-04-17 09:30:00;8;63,33;5,41;88;0,47;0;14,63;175,41;108;-1
2021-04-17 09:45:00;11;62,7;5,9;68;0,57;0;14,63;203,33;49;-1
2021-04-17 10:00:00;2;59,58;6,38;155;0,23;0;14,63;267,11;252;-1
2021-04-17 10:15:00;5;59;6,95;120;0,63;0;14,59;446,06;108;-1
2021-04-17 10:30:00;8;50,5;7,56;350;1,33;0;14,57;282,54;200;-1
2021-04-17 10:45:00;11;53,27;7,43;195;0,4;0;14,55;227,07;159;-1
2021-04-17 11:00:00;2;55,69;6,89;28;0,3;0;14,54;146,06;177;-1
2021-04-17 11:15:00;5;53,63;7,06;180;0,57;0;14,14;197,15;154;-1
2021-04-17 11:30:00;8;49,35;8,15;320;0,8;0;14,14;342,57;175;-1
2021-04-17 11:45:00;11;49,17;7,74;35;0,6;0;14,14;161,09;66;-1
2021-04-17 12:00:00;2;47,04;8,27;120;0,47;0;14,12;398,97;257;-1
2021-04-17 12:15:00;5;47,07;7,99;28;0,6;0;14,11;175,9;31;-1
2021-04-17 12:30:00;8;45,65;8,14;65;0,33;0;14,11;281,37;37;-1
2021-04-17 12:45:00;11;43,94;8,5;35;0,83;0;14,11;200,68;48;-1
2021-04-17 13:00:00;2;39,38;8,8;340;0,33;0;14,1;574,6;195;-1
2021-04-17 13:15:00;5;38,79;10,27;118;0,9;0;14,06;465,75;159;0
2021-04-17 13:30:00;8;41,12;8,75;35;0,7;0;14,06;257,44;145;0
2021-04-17 13:45:00;11;47,62;8,31;18;1,37;0;14,06;183,36;37;0
2021-04-17 14:00:00;2;50,41;7,86;35;1,27;0;14,07;245,2;26;0
2021-04-17 14:15:00;5;50,33;7,74;48;0,8;0;14,08;131,38;241;0
2021-04-17 14:30:00;8;53,42;7,42;30;0,77;0;14,08;134,11;89;0
2021-04-17 14:45:00;11;54,59;7,18;15;0,83;0;14,11;132,06;131;0
2021-04-17 15:00:00;2;57,31;7,26;55;0,8;0;14,11;164,76;249;0
2021-04-17 15:15:00;5;58,39;7,01;310;0,67;0;14,12;90,4;224;0
2021-04-17 15:30:00;8;60,71;6,55;213;0,33;0;14,13;71,03;198;0
2021-04-17 15:45:00;11;63,24;6,24;8;0,83;0;13,93;38,37;23;0
2021-04-17 16:00:00;2;69,04;5,58;360;0,47;0;13,49;30,8;154;0
2021-04-17 16:15:00;5;72,97;5,52;360;0,63;0;13,58;29,59;146;0
2021-04-17 16:30:00;8;76,01;5,19;35;0,7;0;13,35;26,01;26;0
2021-04-17 16:45:00;11;80,02;4,84;35;0,43;0;13,22;21,85;155;0
2021-04-17 17:00:00;2;80,99;4,48;53;0,43;0;13,1;17,71;146;0
2021-04-17 17:15:00;5;83,75;4,27;48;0,57;0;12,97;11,1;38;0
2021-04-17 17:30:00;8;88,05;3,85;35;0,67;0;12,92;6,9;54;0
2021-04-17 17:45:00;11;87,13;3,67;70;0,87;0;12,9;7,2;62;0
2021-04-17 18:00:00;2;85,79;3,55;38;0,7;0;12,88;4,42;25;0
2021-04-17 18:15:00;5;85,44;3,42;30;0,7;0;12,86;2,76;30;0
2021-04-17 18:30:00;8;86,62;3,33;23;0,4;0;12,85;2,2;37;0
2021-04-17 18:45:00;11;87,91;3,26;28;0,43;0;12,84;2;33;0
2021-04-17 19:00:00;2;88,53;3,2;360;0,27;0;12,84;1,99;134;0
2021-04-17 19:15:00;5;89,06;3,15;35;0,3;0;12,83;2;22;0
2021-04-17 19:30:00;8;90,72;3,07;18;0,5;0;12,82;1,98;19;0
2021-04-17 19:45:00;11;91,27;2,93;23;0,6;0;12,82;2,01;144;0
2021-04-17 20:00:00;2;91,98;2,74;25;0,6;0;12,81;1,99;33;0
2021-04-17 20:15:00;5;93,14;2,64;53;0,83;0;12,81;2,06;57;0
2021-04-17 20:30:00;8;94,74;2,6;33;0,6;0;12,8;2,07;50;0
2021-04-17 20:45:00;11;97,04;2,49;33;0,33;0;12,8;2,08;52;0
2021-04-17 21:00:00;2;99,47;2,19;55;0,77;0;12,79;2,08;38;0
2021-04-17 21:15:00;5;100;1,87;85;0,73;0,1;12,79;2,08;70;0
2021-04-17 21:30:00;8;100;1,62;55;0,53;0;12,79;2,15;49;0
2021-04-17 21:45:00;11;100;1,48;98;0,3;0;12,78;2,19;69;0
2021-04-17 22:00:00;2;100;1,39;65;0,27;0;12,78;2,2;52;0
2021-04-17 22:15:00;5;100;1,31;80;0,1;0;12,77;2,16;98;0
2021-04-17 22:30:00;8;100;1,18;68;0,13;0;12,77;2,18;55;0
2021-04-17 22:45:00;11;100;1,06;55;0,33;0;12,77;2,22;79;0
2021-04-17 23:00:00;2;100;0,91;75;0,5;0;12,77;2,25;58;0
2021-04-17 23:15:00;5;100;0,85;48;0,67;0;12,76;2,26;52;0
2021-04-17 23:30:00;8;100;0,88;38;0,8;0;12,76;2,31;49;0
2021-04-17 23:45:00;11;100;0,88;50;0,83;0;12,76;2,29;49;0
2021-04-18 00:00:00;2;100;0,91;60;1;0;12,76;2,26;54;0
2021-04-18 00:15:00;5;100;0,89;55;0,73;0;12,75;2,26;52;0
2021-04-18 00:30:00;8;100;0,79;43;0,9;0;12,75;2,27;44;0
2021-04-18 00:45:00;11;100;0,84;55;0,8;0;12,75;2,3;60;0
2021-04-18 01:00:00;2;100;0,86;68;0,9;0;12,74;2,25;64;0
2021-04-18 01:15:00;5;100;0,86;73;0,93;0;12,69;2,24;70;-1
