Datum;CycleCounter;Hygro_S3_r.Feuchte;Hygro_S3_Temperatur;Windrichtung;Windgeschwindigkeit;Niederschlag;SP_Lite2_Pyranometer;Akku-Spannung;Windrichtung_mittel;Steuerung_MC55i
2021-06-20 06:25:00;25;70,72;21,86;280;1,6;0;322;14,19;280;0
2021-06-20 06:30:00;30;73,16;21,8;0;1;0;276;14,19;0;0
2021-06-20 06:35:00;35;72,11;21,87;345;1,5;0;182;14,19;345;0
2021-06-20 06:40:00;40;73,02;21,4;278;0,2;0;328;14,19;278;0
2021-06-20 06:45:00;45;70,01;21,62;255;0,9;0;293;14,19;255;0
2021-06-20 06:50:00;50;70,34;21,74;120;0,6;0;325;14,19;120;0
2021-06-20 06:55:00;55;69,57;21,55;258;0,5;0;361;14,16;258;0
2021-06-20 07:00:00;0;70,23;21,6;275;0,9;0;326;14,15;275;-1
2021-06-20 07:05:00;5;68,35;21,23;88;2,6;0;270;14,16;88;-1
2021-06-20 07:10:00;10;68,88;21,31;88;0,6;0;343;14,16;88;-1
2021-06-20 07:15:00;15;68,35;21,7;275;1,4;0;285;14,15;275;-1
2021-06-20 07:20:00;20;69,75;21,56;0;0,9;0;325;14,16;0;-1
2021-06-20 07:25:00;25;71,09;22,02;253;1,1;0;306;14,16;253;-1
2021-06-20 07:30:00;30;67,48;21,91;263;1,8;0;611;14,13;263;-1
2021-06-20 07:35:00;35;70,81;22,03;103;1,3;0;540;14,13;103;-1
2021-06-20 07:40:00;40;64,19;22,2;93;1,5;0;596;14,13;93;-1
2021-06-20 07:45:00;45;66,19;22,3;0;2;0;658;14,13;0;-1
2021-06-20 07:50:00;50;63,05;22,42;0;3;0;571;14,1;0;-1
2021-06-20 07:55:00;55;68,64;22,11;330;0,6;0;637;14,1;330;-1
2021-06-20 08:00:00;0;67,78;22,55;0;1,3;0;585;14,1;0;-1
2021-06-20 08:05:00;5;66,4;22,3;15;0;0;385;14,1;15;-1
2021-06-20 08:10:00;10;68,36;22,02;108;0,8;0;417;14,1;108;-1
2021-06-20 08:15:00;15;64,71;22,18;0;0,5;0;446;14,07;0;-1
2021-06-20 08:20:00;20;65,68;22,08;323;1,1;0;343;14,06;323;-1
2021-06-20 08:25:00;25;67,9;21,82;115;0,8;0;338;13,66;115;-1
2021-06-20 08:30:00;30;65,27;21,77;0;0,5;0;376;13,66;0;-1
2021-06-20 08:35:00;35;66,93;22,06;0;0,9;0;410;13,66;0;-1
2021-06-20 08:40:00;40;66,78;21,92;93;1;0;341;13,66;93;-1
2021-06-20 08:45:00;45;73,79;21,49;0;0,4;0;300;13,66;0;-1
2021-06-20 08:50:00;50;70,72;21,49;345;0,2;0;356;13,66;345;-1
2021-06-20 08:55:00;55;72,48;21,7;245;1,5;0;344;13,66;245;-1
2021-06-20 09:00:00;0;73,04;21,6;0;0,8;0;309;13,66;0;-1
2021-06-20 09:05:00;5;68,28;21,4;260;0,8;0;445;13,69;260;-1
2021-06-20 09:10:00;10;69,31;21,7;100;0,4;0;571;13,69;100;-1
2021-06-20 09:15:00;15;67,09;22,14;243;1,2;0;433;13,66;243;-1
2021-06-20 09:20:00;20;66,74;22,13;85;0,9;0;324;13,66;85;-1
2021-06-20 09:25:00;25;66,51;21,83;108;0,5;0;287;13,66;108;-1
2021-06-20 09:30:00;30;68,56;21,57;265;0,3;0;328;13,66;265;-1
2021-06-20 09:35:00;35;71,95;21,73;280;0,1;0;339;13,66;280;-1
2021-06-20 09:40:00;40;68,33;21,87;0;1,3;0;356;13,66;0;-1
2021-06-20 09:45:00;45;73,61;21,88;258;0,8;0;395;13,66;258;-1
2021-06-20 09:50:00;50;67,59;22,18;0;3,1;0;421;13,66;0;-1
2021-06-20 09:55:00;55;69,52;21,8;0;2,1;0;377;13,66;0;-1
2021-06-20 10:00:00;0;69,15;21,99;355;0,8;0;421;13,65;355;-1
2021-06-20 10:05:00;5;73,86;22,19;0;0,6;0;408;13,67;0;-1
2021-06-20 10:10:00;10;68,64;22,36;275;0,5;0;374;13,66;275;-1
2021-06-20 10:15:00;15;67,22;22,41;253;1,8;0;322;13,66;253;-1
2021-06-20 10:20:00;20;68,72;22,07;0;1,1;0;307;13,66;0;-1
2021-06-20 10:25:00;25;77,56;22,53;118;1;0;422;13,66;118;-1
2021-06-20 10:30:00;30;73,57;22,77;95;0,4;0;348;13,66;95;-1
2021-06-20 10:35:00;35;68,51;22,8;250;0,1;0;245;13,66;250;-1
2021-06-20 10:40:00;40;67,41;22,51;0;0,2;0;252;13,66;0;-1
2021-06-20 10:45:00;45;66,67;22,34;0;0,5;0;295;13,66;0;-1
2021-06-20 10:50:00;50;69,55;22,33;278;0,5;0;236;13,66;278;-1
2021-06-20 10:55:00;55;73,24;22,16;108;0,9;0;231;13,66;108;-1
2021-06-20 11:00:00;0;71,28;22,16;270;0,7;0;290;13,66;270;-1
2021-06-20 11:05:00;5;72,18;22,3;0;0,7;0;280;13,66;0;-1
2021-06-20 11:10:00;10;72,5;22,31;38;0,2;0;280;13,66;38;-1
2021-06-20 11:15:00;15;70,67;22,22;248;0,2;0;331;13,66;248;-1
2021-06-20 11:20:00;20;72,08;22,37;0;0,5;0;607;13,67;0;-1
2021-06-20 11:25:00;25;64,32;22,97;243;0,8;0;896;13,65;243;-1
2021-06-20 11:30:00;30;62,96;23,38;0;0,3;0;374;13,66;0;-1
2021-06-20 11:35:00;35;71,69;22,91;245;0;0;267;13,66;245;-1
2021-06-20 11:40:00;40;64,76;22,49;273;0,2;0;233;13,66;273;-1
2021-06-20 11:45:00;45;68,09;22,45;103;0,2;0;159;13,66;103;-1
2021-06-20 11:50:00;50;72,72;22,24;93;0,2;0;156;13,66;93;-1
2021-06-20 11:55:00;55;77,39;22,35;88;0;0;391;13,66;88;-1
2021-06-20 12:00:00;0;65,98;23,4;0;0,5;0;750;13,67;0;-1
2021-06-20 12:05:00;5;63,54;23,62;0;0,2;0;487;13,66;0;-1
2021-06-20 12:10:00;10;62,04;23,7;0;1,5;0;306;13,65;0;-1
2021-06-20 12:15:00;15;64,09;23,14;278;1,3;0;179;13,66;278;-1
2021-06-20 12:20:00;20;65,18;22,49;110;0,6;0;139;13,66;110;-1
2021-06-20 12:25:00;25;71,16;22,2;105;0,4;0;173;13,66;105;-1
2021-06-20 12:30:00;30;74,1;22,12;105;1,1;0;179;13,66;105;-1
2021-06-20 12:35:00;35;77,97;21,96;0;0;0;126;13,66;0;-1
2021-06-20 12:40:00;40;73,78;21,68;15;0;0;168;13,66;15;-1
2021-06-20 12:45:00;45;78,38;21,62;35;0;0;155;13,69;35;-1
2021-06-20 12:50:00;50;81,6;21,62;0;0;0;125;13,69;0;-1
2021-06-20 12:55:00;55;85,24;21,52;255;0;0;105;13,69;255;-1
2021-06-20 13:00:00;0;85,47;21,32;333;0,3;0;125;13,71;333;-1
2021-06-20 13:05:00;5;85,96;21,4;30;0;0;124;13,72;30;-1
2021-06-20 13:10:00;10;84,69;21,34;115;0;0;107;13,73;115;-1
2021-06-20 13:15:00;15;89,84;21,33;335;0,2;0;159;13,72;335;-1
2021-06-20 13:20:00;20;91,54;21,11;98;0,4;0;577;13,73;98;-1
2021-06-20 13:25:00;25;93,1;21,14;0;0,3;0;208;13,73;0;-1
2021-06-20 13:30:00;30;89,32;21,23;258;0,1;0;201;13,73;258;-1
2021-06-20 13:35:00;35;92,06;21,37;118;0;0;281;13,73;118;-1
2021-06-20 13:40:00;40;91,47;22,01;95;0,3;0;477;13,72;95;-1
2021-06-20 13:45:00;45;84,6;22,99;0;0,4;0;480;13,73;0;-1
2021-06-20 13:50:00;50;74,99;23,93;108;1,2;0;822;13,73;108;-1
2021-06-20 13:55:00;55;73,24;23,64;103;1,3;0;353;13,69;103;-1
2021-06-20 14:00:00;0;70,49;23,55;113;0,9;0;399;13,69;113;-1
2021-06-20 14:05:00;5;71,87;23,6;88;0,7;0;372;13,66;88;-1
2021-06-20 14:10:00;10;69,01;23,58;100;0,9;0;351;13,66;100;-1
2021-06-20 14:15:00;15;73,5;23,73;110;0,9;0;461;13,67;110;-1
2021-06-20 14:20:00;20;65,08;24,31;88;1,8;0;639;13,66;88;-1
2021-06-20 14:25:00;25;67,77;24,35;113;0,2;0;502;13,63;113;-1
2021-06-20 14:30:00;30;67,87;24,74;85;2,7;0;657;13,64;85;-1
2021-06-20 14:35:00;35;63,09;24,55;95;0,6;0;469;13,63;95;-1
2021-06-20 14:40:00;40;62,05;24,58;93;1,4;0;362;13,62;93;-1
2021-06-20 14:45:00;45;66,33;24,52;345;0,7;0;302;13,59;345;-1
2021-06-20 14:50:00;50;64,72;24,06;33;0,7;0;299;13,6;33;-1
2021-06-20 14:55:00;55;68,28;24,03;118;0,9;0;234;13,6;118;-1
2021-06-20 15:00:00;0;64,3;23,91;348;0,6;0;178;13,62;348;-1
2021-06-20 15:05:00;5;69,29;23,44;108;1,9;0;156;13,64;108;-1
2021-06-20 15:10:00;10;74,21;23,4;98;0;0;155;13,63;98;-1
2021-06-20 15:15:00;15;69,2;23,16;273;0,4;0;126;13,62;273;-1
2021-06-20 15:20:00;20;79,82;22,93;100;0,2;0;106;13,63;100;-1
2021-06-20 15:25:00;25;83,25;22,59;280;0;0;88;13,66;280;-1
2021-06-20 15:30:00;30;83,42;22,34;278;0,4;0;94;13,66;278;-1
2021-06-20 15:35:00;35;84,87;22,2;355;0,1;0;139;13,66;355;-1
2021-06-20 15:40:00;40;86,66;22,43;15;0;0;127;13,66;15;-1
2021-06-20 15:45:00;45;86,52;22,54;243;0;0;132;13,66;243;-1
2021-06-20 15:50:00;50;85,12;22,66;23;0;0;116;13,69;23;-1
2021-06-20 15:55:00;55;83,44;22,59;118;0;0;92;13,68;118;-1
2021-06-20 16:00:00;0;84,49;22,4;40;0,4;0;101;13,67;40;-1
2021-06-20 16:05:00;5;83,95;22,4;8;0;0;117;13,69;8;-1
2021-06-20 16:10:00;10;85,76;22,5;105;0,1;0;130;13,69;105;-1
2021-06-20 16:15:00;15;85,62;22,61;253;0;0;125;13,73;253;-1
2021-06-20 16:20:00;20;88,16;22,73;95;0;0;125;13,73;95;-1
2021-06-20 16:25:00;25;86,65;22,53;118;0;0;124;13,73;118;-1
2021-06-20 16:30:00;30;82,86;22,39;115;0,3;0;116;13,73;115;-1
2021-06-20 16:35:00;35;84,6;22,39;8;0;0;112;13,73;8;-1
2021-06-20 16:40:00;40;86,69;22,37;108;0;0;121;13,72;108;-1
2021-06-20 16:45:00;45;83,41;22,2;85;0;0;115;13,73;85;-1
2021-06-20 16:50:00;50;87,39;22,31;13;0;0;101;13,72;13;-1
2021-06-20 16:55:00;55;86,63;22,31;5;0;0;87;13,7;5;-1
2021-06-20 17:00:00;0;86,85;22,28;120;0;0;80;13,67;120;-1
2021-06-20 17:05:00;5;83,63;22,13;275;0;0;58;13,69;275;0
2021-06-20 17:10:00;10;84,23;22,03;13;0;0;55;13,69;13;0
2021-06-20 17:15:00;15;84,98;21,88;350;0;0;48;13,67;350;0
2021-06-20 17:20:00;20;86,81;21,76;33;0;0;45;13,65;33;0
2021-06-20 17:25:00;25;88,03;21,61;108;0;0;42;13,61;108;0
2021-06-20 17:30:00;30;88,5;21,44;90;0;0;38;13,51;90;0
2021-06-20 17:35:00;35;87,36;21,3;120;0;0;35;13,46;120;0
2021-06-20 17:40:00;40;89,38;21,2;358;0;0;33;13,43;358;0
2021-06-20 17:45:00;45;89,52;21,1;243;0;0;32;13,41;243;0
2021-06-20 17:50:00;50;89,32;21,01;83;0,1;0;28;13,4;83;0
2021-06-20 17:55:00;55;90,24;20,91;118;0;0;24;13,38;118;0
2021-06-20 18:00:00;0;89,96;20,82;13;0;0;20;13,35;13;0
2021-06-20 18:05:00;5;89,85;20,73;265;0;0;18;13,35;265;0
2021-06-20 18:10:00;10;90,02;20,7;28;0;0;16;13,34;28;0
2021-06-20 18:15:00;15;90,42;20,65;13;0,3;0;14;13,32;13;0
2021-06-20 18:20:00;20;90,42;20,65;85;0,1;0;13;13,31;85;0
2021-06-20 18:25:00;25;90,67;20,6;118;0,1;0;13;13,3;118;0
2021-06-20 18:30:00;30;91,36;20,59;20;0,1;0;14;13,29;20;0
2021-06-20 18:35:00;35;92,3;20,59;35;0;0;12;13,28;35;0
2021-06-20 18:40:00;40;92,92;20,54;350;0;0;11;13,27;350;0
2021-06-20 18:45:00;45;92,69;20,54;15;0;0;10;13,25;15;0
2021-06-20 18:50:00;50;93,25;20,52;88;0;0;9;13,24;88;0
2021-06-20 18:55:00;55;93,4;20,52;83;0,4;0;9;13,23;83;0
2021-06-20 19:00:00;0;93,49;20,49;18;0;0;8;13,21;18;0
2021-06-20 19:05:00;5;93,68;20,48;280;0;0;7;13,21;280;0
2021-06-20 19:10:00;10;93,22;20,51;248;0;0;6;13,2;248;0
2021-06-20 19:15:00;15;93,61;20,46;265;0;0;4;13,19;265;0
2021-06-20 19:20:00;20;94,15;20,39;275;0;0;3;13,18;275;0
2021-06-20 19:25:00;25;94,51;20,31;275;0;0;3;13,17;275;0
2021-06-20 19:30:00;30;95,85;20,24;250;0;0;3;13,17;250;0
2021-06-20 19:35:00;35;96,3;20,17;250;0,9;0;2;13,16;250;0
2021-06-20 19:40:00;40;96,04;20,14;255;0,1;0;2;13,15;255;0
2021-06-20 19:45:00;45;97;20,09;253;0;0;2;13,14;253;0
2021-06-20 19:50:00;50;100,1;19,94;108;0,2;0,1;2;13,14;108;0
2021-06-20 19:55:00;55;100,06;19,78;108;0,2;0,2;2;13,13;108;0
2021-06-20 20:00:00;0;100,05;19,68;103;0;0,3;2;13,11;103;0
2021-06-20 20:05:00;5;100,04;19,61;258;0;0,4;2;13,12;258;0
2021-06-20 20:10:00;10;100,04;19,59;15;0,9;0,4;2;13,11;15;0
2021-06-20 20:15:00;15;100,03;19,34;0;1;0,4;2;13,11;0;0
2021-06-20 20:20:00;20;100,05;18,62;243;3;0,5;2;13,11;243;0
2021-06-20 20:25:00;25;100,05;16,81;245;3,2;0,3;2;13,1;245;0
2021-06-20 20:30:00;30;100,05;16,16;93;2,9;0,7;3;13,1;93;0
2021-06-20 20:35:00;35;100,05;15,8;278;2;0,7;3;13,09;278;0
2021-06-20 20:40:00;40;100,05;15,63;268;2,5;0,4;3;13,09;268;0
2021-06-20 20:45:00;45;100,04;15,51;268;0,9;0,2;3;13,08;268;0
2021-06-20 20:50:00;50;100,04;15,46;35;1,5;0,1;3;13,08;35;0
2021-06-20 20:55:00;55;100,04;15,38;260;2;0;3;13,07;260;0
2021-06-20 21:00:00;0;100,04;15,36;345;0,4;0;3;13,06;345;0
2021-06-20 21:05:00;5;100,04;15,42;25;0,8;0;3;13,07;25;0
2021-06-20 21:10:00;10;100,05;15,53;265;2;0;3;13,06;265;0
2021-06-20 21:15:00;15;100,03;15,54;93;1;0,1;3;13,06;93;0
2021-06-20 21:20:00;20;100,03;15,53;253;2,3;0;3;13,05;253;0
2021-06-20 21:25:00;25;100,04;15,56;0;0,4;0;3;13,05;0;0
2021-06-20 21:30:00;30;100,03;15,56;95;0,5;0;3;13,05;95;0
2021-06-20 21:35:00;35;100,05;15,59;255;0,8;0;3;13,04;255;0
2021-06-20 21:40:00;40;100,04;15,57;0;0;0;3;13,04;0;0
2021-06-20 21:45:00;45;100,03;15,53;95;0,2;0;3;13,04;95;0
2021-06-20 21:50:00;50;100,03;15,48;23;0,9;0;3;13,03;23;0
2021-06-20 21:55:00;55;100,02;15,45;35;0,3;0;3;13,03;35;0
2021-06-20 22:00:00;0;100,03;15,41;0;0,9;0;3;13,01;0;0
2021-06-20 22:05:00;5;100,03;15,34;268;0,4;0,1;3;13,02;268;0
2021-06-20 22:10:00;10;100,02;15,31;245;0,8;0;3;13,02;245;0
2021-06-20 22:15:00;15;100,02;15,31;0;0;0;3;13,02;0;0
2021-06-20 22:20:00;20;100,03;15,31;275;0;0;3;13,01;275;0
2021-06-20 22:25:00;25;100,02;15,35;85;0,3;0;3;13,01;85;0
2021-06-20 22:30:00;30;100,02;15,24;28;0,2;0;3;13,01;28;0
2021-06-20 22:35:00;35;100,01;15,21;250;0,3;0;3;13;250;0
2021-06-20 22:40:00;40;100,02;15,22;273;0;0;3;13;273;0
2021-06-20 22:45:00;45;100,02;15,22;255;0;0;3;13;255;0
2021-06-20 22:50:00;50;100,02;15,15;95;0;0;3;13;95;0
2021-06-20 22:55:00;55;100,02;15,11;0;0;0;3;12,99;0;0
2021-06-20 23:00:00;0;100,01;15,07;118;0,3;0;3;12,98;118;0
2021-06-20 23:05:00;5;100,01;15,12;0;1,1;0;3;12,99;0;0
2021-06-20 23:10:00;10;100,01;15,16;85;1,2;0;3;12,99;85;0
2021-06-20 23:15:00;15;100,01;15,2;255;1,1;0;3;12,98;255;0
2021-06-20 23:20:00;20;100,02;15,25;0;0,8;0;3;12,98;0;0
2021-06-20 23:25:00;25;100,01;15,28;250;0,6;0;3;12,98;250;0
2021-06-20 23:30:00;30;100,01;15,29;0;0,6;0;3;12,98;0;0
2021-06-20 23:35:00;35;100,01;15,3;120;0,7;0;3;12,97;120;0
2021-06-20 23:40:00;40;100,01;15,28;258;1,6;0;3;12,97;258;0
2021-06-20 23:45:00;45;100,01;15,24;88;0,5;0;3;12,97;88;0
2021-06-20 23:50:00;50;100,02;15,21;273;0,4;0;3;12,97;273;0
2021-06-20 23:55:00;55;100;15,25;0;0,5;0;3;12,97;0;0
2021-06-21 00:00:00;0;100,02;15,2;0;1;0;3;12,95;0;0
2021-06-21 00:05:00;5;100,02;15,2;93;0,6;0;3;12,96;93;0
2021-06-21 00:10:00;10;100;15,08;0;1,1;0;3;12,96;0;0
2021-06-21 00:15:00;15;100,02;15,05;245;0,6;0;3;12,96;245;0
2021-06-21 00:20:00;20;100;15,04;260;2,8;0;3;12,96;260;0
2021-06-21 00:25:00;25;100,01;15,02;0;0,5;0;3;12,95;0;0
2021-06-21 00:30:00;30;100;14,95;8;0;0;3;12,95;8;0
2021-06-21 00:35:00;35;100,01;14,9;278;1,4;0;3;12,95;278;0
2021-06-21 00:40:00;40;100,01;14,82;265;0,7;0;3;12,95;265;0
2021-06-21 00:45:00;45;100,02;14,78;0;1,1;0;3;12,95;0;0
2021-06-21 00:50:00;50;100,02;14,74;268;0,6;0;3;12,94;268;0
2021-06-21 00:55:00;55;100,01;14,73;275;0,9;0;3;12,94;275;0
2021-06-21 01:00:00;0;100,01;14,72;248;0,3;0;3;12,93;248;0
2021-06-21 01:05:00;5;100,01;14,75;260;0,7;0;3;12,94;260;0
2021-06-21 01:10:00;10;100,01;14,71;0;1,6;0;3;12,94;0;0
2021-06-21 01:15:00;15;100,02;14,73;113;0,8;0;3;12,93;113;0
2021-06-21 01:20:00;20;100;14,7;325;0,2;0;3;12,93;325;0
2021-06-21 01:25:00;25;100,02;14,69;260;0,2;0;3;12,93;260;0
2021-06-21 01:30:00;30;100,01;14,68;0;0,8;0;3;12,93;0;0
2021-06-21 01:35:00;35;100,01;14,68;245;0,7;0;3;12,93;245;0
2021-06-21 01:40:00;40;99,99;14,61;248;0,2;0;3;12,93;248;0
2021-06-21 01:45:00;45;100;14,57;275;2,2;0;3;12,93;275;0
2021-06-21 01:50:00;50;100,01;14,55;118;0,9;0;3;12,92;118;0
2021-06-21 01:55:00;55;100,01;14,55;350;0,2;0;3;12,92;350;0
2021-06-21 02:00:00;0;100;14,54;273;0,5;0;3;12,91;273;0
2021-06-21 02:05:00;5;100,01;14,51;275;0,7;0;3;12,92;275;0
2021-06-21 02:10:00;10;100,02;14,48;263;0,5;0;3;12,92;263;0
2021-06-21 02:15:00;15;100,01;14,39;0;0,4;0;3;12,92;0;0
2021-06-21 02:20:00;20;100;14,37;0;0,6;0;3;12,92;0;0
2021-06-21 02:25:00;25;100;14,4;348;0;0;3;12,91;348;0
2021-06-21 02:30:00;30;100,01;14,33;0;0,8;0;3;12,91;0;0
2021-06-21 02:35:00;35;100,01;14,3;103;2,2;0;3;12,91;103;0
2021-06-21 02:40:00;40;100,02;14,38;85;0,5;0;3;12,91;85;0
2021-06-21 02:45:00;45;100,02;14,39;0;1,6;0;3;12,91;0;0
2021-06-21 02:50:00;50;100,01;14,37;118;0,8;0;3;12,91;118;0
2021-06-21 02:55:00;55;100,01;14,46;253;0,5;0;3;12,91;253;0
2021-06-21 03:00:00;0;100,02;14,43;23;1;0;3;12,89;23;0
2021-06-21 03:05:00;5;100,02;14,52;250;1,9;0;4;12,9;250;0
2021-06-21 03:10:00;10;100,03;14,51;255;2,2;0;4;12,9;255;0
2021-06-21 03:15:00;15;100,02;14,47;0;1,5;0;5;12,9;0;0
2021-06-21 03:20:00;20;100,04;14,56;278;1,7;0;5;12,9;278;0
2021-06-21 03:25:00;25;100,03;14,44;0;0,2;0;7;12,9;0;0
2021-06-21 03:30:00;30;100,03;14,29;275;3,5;0;8;12,9;275;0
2021-06-21 03:35:00;35;100,04;14,24;88;1,8;0;9;12,91;88;0
2021-06-21 03:40:00;40;100,04;14,17;275;0,8;0;11;12,91;275;0
2021-06-21 03:45:00;45;100,04;14,21;100;1,5;0;14;12,92;100;0
2021-06-21 03:50:00;50;100,02;14,32;265;2,1;0;16;12,92;265;0
2021-06-21 03:55:00;55;100,04;14,29;0;4,5;0;16;12,93;0;0
2021-06-21 04:00:00;0;100,03;14,33;0;0,9;0;17;12,92;0;0
2021-06-21 04:05:00;5;100,03;14,35;270;1,9;0;23;12,94;270;0
2021-06-21 04:10:00;10;100,01;14,39;0;0,3;0;26;12,96;0;0
2021-06-21 04:15:00;15;100,04;14,41;0;1;0;23;12,96;0;0
2021-06-21 04:20:00;20;100,02;14,41;253;0,9;0;25;12,97;253;0
2021-06-21 04:25:00;25;100,03;14,42;88;1,9;0;28;12,98;88;0
2021-06-21 04:30:00;30;100,01;14,47;30;0,8;0;28;13;30;0
2021-06-21 04:35:00;35;100,02;14,5;85;3;0;21;12,99;85;0
2021-06-21 04:40:00;40;100,02;14,51;0;1,2;0;29;13,01;0;0
2021-06-21 04:45:00;45;100,03;14,63;0;1,4;0;31;13,03;0;0
2021-06-21 04:50:00;50;100,04;14,68;0;1,4;0;32;13,04;0;0
2021-06-21 04:55:00;55;100,02;14,8;0;2,1;0;35;13,05;0;0
2021-06-21 05:00:00;0;100,04;14,91;0;1,8;0,1;39;13,05;0;0
2021-06-21 05:05:00;5;100,04;14,95;0;0,5;0;38;13,08;0;0
2021-06-21 05:10:00;10;100,04;15,05;118;1,4;0;79;13,1;118;0
2021-06-21 05:15:00;15;100,03;15,02;243;0,4;0;87;13,12;243;0
2021-06-21 05:20:00;20;100,05;15,08;260;1,6;0;61;13,15;260;0
2021-06-21 05:25:00;25;100,05;15,18;0;0,4;0;48;13,17;0;0
2021-06-21 05:30:00;30;100,04;15,34;245;0,5;0;57;13,2;245;0
2021-06-21 05:35:00;35;100,05;15,42;250;0,7;0;71;13,24;250;0
2021-06-21 05:40:00;40;100,06;15,56;95;0,1;0;81;13,28;95;0
2021-06-21 05:45:00;45;100,07;15,76;243;1,8;0;75;13,32;243;0
2021-06-21 05:50:00;50;100,07;15,85;88;1,9;0;71;13,34;88;0
2021-06-21 05:55:00;55;100,05;15,8;108;0,1;0;45;13,33;108;0
2021-06-21 06:00:00;0;100,06;15,68;95;1,1;0;49;13,33;95;0
2021-06-21 06:05:00;5;100,07;15,6;255;0,8;0;57;13,39;255;0
2021-06-21 06:10:00;10;100,06;15,85;268;0,1;0;73;13,42;268;0
2021-06-21 06:15:00;15;100,06;16,21;253;0,7;0;212;13,47;253;0
2021-06-21 06:20:00;20;100,09;16,33;115;1,3;0;491;14,29;115;0
2021-06-21 06:25:00;25;100,08;16,8;275;1,1;0;445;14,27;275;0
2021-06-21 06:30:00;30;100,09;17,12;0;1,7;0;205;14,19;0;0
2021-06-21 06:35:00;35;99,1;17,12;270;0,7;0;321;14,37;270;0
2021-06-21 06:40:00;40;100,1;17,27;255;1,1;0;494;14,37;255;0
2021-06-21 06:45:00;45;97,69;16,88;0;0,9;0;556;14,37;0;0
2021-06-21 06:50:00;50;94,39;16,88;270;2,8;0;541;14,34;270;0
2021-06-21 06:55:00;55;95,81;17,43;0;1,9;0;646;14,34;0;0
2021-06-21 07:00:00;0;93,63;17,83;248;0,6;0;426;14,33;248;-1
2021-06-21 07:05:00;5;95,49;17,75;88;1,2;0;287;14,31;88;-1
2021-06-21 07:10:00;10;92,54;17,66;98;0,8;0;244;14,31;98;-1
2021-06-21 07:15:00;15;92,51;17,35;253;2,3;0;406;14,29;253;-1
2021-06-21 07:20:00;20;92,62;17,58;0;1,6;0;630;14,29;0;-1
2021-06-21 07:25:00;25;91,16;17,74;253;1,7;0;763;14,29;253;-1
2021-06-21 07:30:00;30;93,71;18,31;0;0,7;0;653;14,25;0;-1
2021-06-21 07:35:00;35;92,27;18,31;13;0,3;0;164;14,25;13;-1
2021-06-21 07:40:00;40;89,67;18,53;108;0,7;0;671;14,25;108;-1
2021-06-21 07:45:00;45;87,19;18,75;113;0,5;0;410;14,22;113;-1
2021-06-21 07:50:00;50;89,92;18,81;115;2,8;0;506;14,23;115;-1
2021-06-21 07:55:00;55;84,92;18,4;0;1,5;0;752;14,19;0;-1
2021-06-21 08:00:00;0;90,92;18,63;95;0,2;0;581;14,19;95;-1
2021-06-21 08:05:00;5;91,76;18,63;85;1,6;0;313;14,19;85;-1
2021-06-21 08:10:00;10;81,11;19,13;103;4,1;0;162;14,19;103;-1
2021-06-21 08:15:00;15;85,57;18,36;353;1;0;268;14,19;353;-1
2021-06-21 08:20:00;20;88,65;18,79;0;0,6;0;374;14,19;0;-1
2021-06-21 08:25:00;25;87,01;18,88;3;0,6;0;376;14,19;3;-1
2021-06-21 08:30:00;30;84,63;18,84;350;1,6;0;401;13,76;350;-1
2021-06-21 08:35:00;35;84,16;19,48;0;2;0;348;13,76;0;-1
2021-06-21 08:40:00;40;86,86;19,35;120;2,3;0;763;13,76;120;-1
2021-06-21 08:45:00;45;84,02;19,11;0;0,9;0;288;13,75;0;-1
2021-06-21 08:50:00;50;83,51;19,35;278;0,9;0;924;13,76;278;-1
2021-06-21 08:55:00;55;82,25;19,77;278;1,5;0;968;13,75;278;-1
2021-06-21 09:00:00;0;83,62;20,2;115;3,3;0;251;13,74;115;-1
2021-06-21 09:05:00;5;87,17;20,29;0;1,3;0;676;13,73;0;-1
2021-06-21 09:10:00;10;82,02;20,12;270;2,6;0;316;13,73;270;-1
2021-06-21 09:15:00;15;84,61;20;0;2,1;0;953;13,72;0;-1
2021-06-21 09:20:00;20;78,44;20,15;245;1,1;0;626;13,73;245;-1
2021-06-21 09:25:00;25;83,03;19,61;93;1,1;0;388;13,73;93;-1
2021-06-21 09:30:00;30;79,83;20,2;108;1,1;0;191;13,73;108;-1
2021-06-21 09:35:00;35;81,37;20,46;248;0,7;0;926;13,73;248;-1
2021-06-21 09:40:00;40;76,15;20,68;260;2;0;306;13,73;260;-1
2021-06-21 09:45:00;45;79,77;20,58;260;2;0;994;13,73;260;-1
2021-06-21 09:50:00;50;73,45;21,14;248;4,4;0;1101;13,69;248;-1
2021-06-21 09:55:00;55;72,83;20,35;0;2,3;0;548;13,69;0;-1
2021-06-21 10:00:00;0;77,72;20,94;258;0,7;0;269;13,68;258;-1
2021-06-21 10:05:00;5;78,89;20,02;335;0,7;0;269;13,69;335;-1
2021-06-21 10:10:00;10;78,05;19,81;0;0,7;0;255;13,69;0;-1
2021-06-21 10:15:00;15;76,27;19,93;0;2,2;0;1029;13,73;0;-1
2021-06-21 10:20:00;20;76,9;20,98;343;0,6;0;1142;13,73;343;-1
2021-06-21 10:25:00;25;69,09;21,39;0;2,6;0;616;13,69;0;-1
2021-06-21 10:30:00;30;71,67;21,03;243;2,8;0;275;13,68;243;-1
