DELTA-T LOGGER
R-Nachbau der Loggerdateien, um Delta-T Dateien oder anderen Loggerdateiformate mit Flag-Splaten in die Level2 Datenbank hochzuladen. Autor:Marvin Lorff, Ausgabe durch Funktion: write.fwf2()
01/01 00:00:00
31/03 23:30:00
Start_Year: 2021
Channel number,,,,,,,
Sensor code,,,,,,,
          Datum, CO2_Kanäle,         BRELUB1X,            BTEMPB1X,         BRELUB2X,            BTEMPB2X, LogTempA
Units,,,,,,,
Minimum value,,,,,,,
Maximum value,,,,,,,
05/03 04:30:00 ,          5,          100.610,                3.58,          100.150,                2.97,        4
05/03 05:00:00 ,          5,          100.610,                3.48,          100.150,                2.87,        4
05/03 05:30:00 ,          5,          100.610,                3.33,          100.150,                2.71,        4
05/03 06:00:00 ,          5,          100.610,                2.92,          100.100,                2.25,        4
05/03 06:30:00 ,          5,          100.610,                2.71,          100.100,                2.05,        4
05/03 07:00:00 ,          5,          100.610,                2.56,          100.100,                1.89,        3
05/03 07:30:00 ,          5,          100.610,                2.30,          100.100,                1.64,        3
05/03 08:00:00 ,          5,          100.610,                2.15,          100.100,                1.48,        3
05/03 08:30:00 ,          5,          100.610,                1.89,          100.100,                1.23,        3
05/03 09:00:00 ,          5,          100.610,                1.54,          100.100,                0.92,        3
05/03 09:30:00 ,          5,          100.610,                1.54,          100.150,                0.77,        2
05/03 10:00:00 ,          5,          100.610,                0.97,          100.100,                0.20,        2
05/03 10:30:00 ,          5,          100.660,                0.77,          100.100,                0.05,        2
05/03 11:00:00 ,          5,          100.610,                1.02,          100.150,                0.26,        2
05/03 11:30:00 ,          5,          100.660,                1.28,          100.150,                0.56,        2
05/03 12:00:00 ,          5,          100.660,                1.28,          100.100,                0.72,        2
05/03 12:30:00 ,          5,          100.610,                2.15,          100.100,                1.33,        2
05/03 13:00:00 ,          5,          100.610,                2.05,          100.100,                1.28,        2
05/03 13:30:00 ,          5,          100.610,                2.00,          100.100,                1.28,        2
05/03 14:00:00 ,          5,          100.660,                2.05,          100.150,                1.33,        2
05/03 14:30:00 ,          5,          100.660,                2.20,          100.100,                1.54,        2
05/03 15:00:00 ,          5,          100.610,                1.84,          100.150,                1.18,        2
05/03 15:30:00 ,          5,          100.610,                1.74,          100.100,                1.08,        2
05/03 16:00:00 ,          5,          100.610,                1.59,          100.150,                0.87,        2
05/03 16:30:00 ,          5,          100.610,                1.23,           99.070,                0.51,        2
05/03 17:00:00 ,          5,          100.610,                0.82,           94.770,                0.31,        2
05/03 17:30:00 ,          5,          100.610,                0.77,           92.570,                0.36,        2
05/03 18:00:00 ,          5,          100.610,                0.61,           91.140,                0.36,        2
05/03 18:30:00 ,          5,          100.660,                0.46,           89.190,                0.26,        2
05/03 19:00:00 ,          5,          100.660,                0.26,           85.350,                0.26,        1
05/03 19:30:00 ,          5,          100.610,                0.20,           84.020,                0.20,        1
05/03 20:00:00 ,          5,          100.660,                0.10,           83.250,                0.20,        1
05/03 20:30:00 ,          5,          100.610,                0.05,           82.430,                0.20,        1
05/03 21:00:00 ,          5,          100.660,                0.05,           83.560,                0.15,        1
05/03 21:30:00 ,          5,          100.660,               -0.10,           79.820,                0.00,        1
05/03 22:00:00 ,          5,          100.660,               -0.41,           79.460,               -0.20,        1
05/03 22:30:00 ,          5,          100.610,               -0.51,           80.030,               -0.26,        1
05/03 23:00:00 ,          5,          100.660,               -0.46,           83.870,               -0.36,        0
05/03 23:30:00 ,          5,          100.660,               -0.46,           84.220,               -0.41,        0
06/03 00:00:00 ,          5,          100.660,               -0.31,           84.580,               -0.41,        0
06/03 00:30:00 ,          5,          100.610,               -0.31,           80.640,               -0.56,        0
06/03 01:00:00 ,          5,           96.260,               -0.51,           78.440,               -0.77,        0
06/03 01:30:00 ,          5,           93.390,               -0.67,           78.340,               -1.02,        0
06/03 02:00:00 ,          5,           93.590,               -0.67,           79.050,               -1.18,        0
06/03 02:30:00 ,          5,           92.930,               -0.87,           79.510,               -1.38,        0
06/03 03:00:00 ,          5,           92.420,               -1.13,           79.720,               -1.64,        0
06/03 03:30:00 ,          5,           93.240,               -1.28,           80.840,               -1.84,       -1
06/03 04:00:00 ,          5,           94.410,               -1.43,           80.950,               -2.05,       -1
06/03 04:30:00 ,          5,           93.540,               -1.69,           80.950,               -2.30,       -1
06/03 05:00:00 ,          5,           92.670,               -1.79,           80.440,               -2.36,       -1
06/03 05:30:00 ,          5,           90.570,               -1.89,           78.130,               -2.36,       -1
06/03 06:00:00 ,          5,           88.520,               -1.89,           76.190,               -2.36,       -2
06/03 06:30:00 ,          5,           88.930,               -2.00,           76.390,               -2.51,       -2
06/03 07:00:00 ,          5,           87.650,               -2.10,           72.910,               -2.61,       -2
06/03 07:30:00 ,          5,           83.400,               -2.15,           69.580,               -2.61,       -2
06/03 08:00:00 ,          5,           84.740,               -2.05,           72.500,               -2.61,       -2
06/03 08:30:00 ,          5,           80.900,               -1.33,           68.610,               -1.64,       -2
06/03 09:00:00 ,          5,           76.490,               -0.36,           63.800,               -0.56,       -2
06/03 09:30:00 ,          5,           73.220,                0.41,           59.800,                0.26,       -1
06/03 10:00:00 ,          5,           67.120,                1.33,           56.470,                1.18,        0
06/03 10:30:00 ,          5,           67.380,                2.20,           54.630,                2.00,        1
06/03 11:00:00 ,          5,           66.300,                3.17,           52.020,                3.02,        2
06/03 11:30:00 ,          5,           57.600,                3.89,           47.210,                3.38,        2
06/03 12:00:00 ,          5,           57.500,                4.66,           47.160,                3.79,        3
06/03 12:30:00 ,          5,           53.300,                4.45,           45.000,                3.99,        3
06/03 13:00:00 ,          5,           54.990,                5.07,           46.950,                4.30,        4
06/03 13:30:00 ,          5,           50.280,                5.12,           41.980,                4.51,        5
06/03 14:00:00 ,          5,           50.120,                5.63,           39.370,                5.17,        7
06/03 14:30:00 ,          5,           45.520,                5.63,           36.760,                5.17,        7
06/03 15:00:00 ,          5,           40.290,                5.38,           32.770,                5.17,        7
06/03 15:30:00 ,          5,           44.240,                5.53,           34.760,                5.38,        7
06/03 16:00:00 ,          5,           41.930,                5.17,           32.970,                4.92,        6
06/03 16:30:00 ,          5,           46.080,                4.81,           33.540,                4.71,        6
06/03 17:00:00 ,          5,           50.380,                4.30,           39.530,                4.35,        6
06/03 17:30:00 ,          5,           47.410,                3.84,           36.250,                4.04,        5
06/03 18:00:00 ,          5,           47.210,                3.33,           37.270,                3.48,        5
06/03 18:30:00 ,          5,           58.620,                2.82,           43.160,                2.76,        5
06/03 19:00:00 ,          5,           60.880,                2.20,           47.770,                2.10,        4
06/03 19:30:00 ,          5,           58.520,                2.15,           48.900,                2.00,        4
06/03 20:00:00 ,          5,           61.590,                1.64,           52.790,                1.54,        3
06/03 20:30:00 ,          5,           66.200,                1.13,           56.120,                1.02,        3
06/03 21:00:00 ,          5,           66.510,                0.82,           56.370,                0.77,        2
06/03 21:30:00 ,          5,           67.530,                0.61,           56.990,                0.61,        2
06/03 22:00:00 ,          5,           69.170,                0.46,           58.680,                0.41,        2
06/03 22:30:00 ,          5,           69.480,                0.31,           58.880,                0.31,        1
06/03 23:00:00 ,          5,           64.870,                0.56,           58.680,                0.46,        1
06/03 23:30:00 ,          5,           67.020,                0.61,           59.850,                0.46,        1
07/03 00:00:00 ,          5,           73.780,                0.20,           63.440,                0.00,        1
07/03 00:30:00 ,          5,           74.850,                0.00,           63.950,               -0.10,        1
07/03 01:00:00 ,          5,           74.340,                0.05,           64.310,                0.05,        1
07/03 01:30:00 ,          5,           78.750,                0.05,           66.360,                0.05,        0
07/03 02:00:00 ,          5,           79.210,                0.00,           66.050,                0.00,        0
07/03 02:30:00 ,          5,           79.100,                0.10,           65.080,                0.15,        0
07/03 03:00:00 ,          5,           77.000,                0.56,           64.100,                0.36,        0
07/03 03:30:00 ,          5,           77.770,                0.72,           65.280,                0.51,        0
07/03 04:00:00 ,          5,           76.390,                0.92,           64.360,                0.72,        1
07/03 04:30:00 ,          5,           77.770,                1.23,           66.610,                1.02,        1
07/03 05:00:00 ,          5,           78.080,                1.33,           64.410,                1.08,        1
07/03 05:30:00 ,          5,           76.340,                1.48,           64.150,                1.33,        1
07/03 06:00:00 ,          5,           77.360,                1.69,           65.020,                1.54,        1
07/03 06:30:00 ,          5,           79.720,                1.69,           66.820,                1.38,        1
07/03 07:00:00 ,          5,           78.540,                1.38,           68.200,                1.02,        1
07/03 07:30:00 ,          5,           82.020,                0.97,           70.860,                0.67,        1
07/03 08:00:00 ,          5,           82.020,                0.97,           69.840,                0.97,        1
07/03 08:30:00 ,          5,           85.300,                2.10,           73.570,                2.00,        1
07/03 09:00:00 ,          5,           80.030,                3.38,           70.960,                3.02,        2
07/03 09:30:00 ,          5,           78.850,                4.45,           69.530,                3.99,        2
07/03 10:00:00 ,          5,           77.930,                5.02,           69.730,                4.45,        3
07/03 10:30:00 ,          5,           75.420,                5.58,           67.480,                5.07,        4
07/03 11:00:00 ,          5,           75.210,                5.89,           67.740,                5.32,        5
07/03 11:30:00 ,          5,           73.730,                6.45,           66.100,                5.99,        6
07/03 12:00:00 ,          5,           70.860,                7.01,           64.310,                6.40,        6
07/03 12:30:00 ,          5,           67.120,                7.78,           60.770,                7.37,        7
07/03 13:00:00 ,          5,           69.220,                7.32,           64.050,                6.71,        7
07/03 13:30:00 ,          5,           68.920,                6.66,           64.970,                5.94,        8
07/03 14:00:00 ,          5,           68.710,                7.17,           64.150,                6.55,        9
07/03 14:30:00 ,          5,           66.820,                7.22,           62.460,                6.60,        9
07/03 15:00:00 ,          5,           67.280,                7.32,           62.820,                6.76,        9
07/03 15:30:00 ,          5,           69.580,                7.17,           65.330,                6.50,        9
07/03 16:00:00 ,          5,           70.350,                6.76,           65.330,                6.30,        8
07/03 16:30:00 ,          5,           67.580,                6.86,           62.620,                6.30,        8
07/03 17:00:00 ,          5,           71.780,                6.40,           67.480,                5.84,        8
07/03 17:30:00 ,          5,           74.090,                6.09,           69.580,                5.38,        7
07/03 18:00:00 ,          5,           76.030,                5.58,           71.480,                4.97,        7
07/03 18:30:00 ,          5,           79.160,                5.07,           73.570,                4.45,        7
07/03 19:00:00 ,          5,           82.530,                4.45,           76.030,                3.89,        6
07/03 19:30:00 ,          5,           82.690,                4.40,           75.470,                3.89,        6
07/03 20:00:00 ,          5,           82.940,                4.25,           75.980,                3.64,        5
07/03 20:30:00 ,          5,           85.400,                3.69,           76.800,                3.28,        5
07/03 21:00:00 ,          5,           86.220,                3.23,           76.650,                2.92,        5
07/03 21:30:00 ,          5,           85.200,                3.23,           72.860,                2.97,        4
07/03 22:00:00 ,          5,           84.890,                2.97,           74.960,                2.61,        4
07/03 22:30:00 ,          5,           85.400,                2.71,           74.650,                2.51,        4
07/03 23:00:00 ,          5,           84.530,                2.97,           74.340,                2.82,        4
07/03 23:30:00 ,          5,           82.690,                2.92,           72.700,                2.76,        3
08/03 00:00:00 ,          5,           84.120,                2.97,           72.350,                2.71,        3
08/03 00:30:00 ,          5,           83.920,                2.20,           71.780,                2.25,        3
08/03 01:00:00 ,          5,           85.040,                1.89,           74.090,                1.95,        3
08/03 01:30:00 ,          5,           83.560,                1.95,           72.810,                2.05,        3
08/03 02:00:00 ,          5,           82.120,                1.74,           71.630,                1.74,        3
08/03 02:30:00 ,          5,           83.920,                1.43,           73.830,                1.38,        2
08/03 03:00:00 ,          5,           84.430,                1.13,           73.470,                1.08,        2
08/03 03:30:00 ,          5,           85.910,                0.82,           75.520,                0.77,        2
08/03 04:00:00 ,          5,           86.890,                0.46,           75.160,                0.36,        2
08/03 04:30:00 ,          5,           90.370,                0.36,           80.440,                0.26,        1
08/03 05:00:00 ,          5,           88.680,                0.26,           76.850,                0.26,        1
08/03 05:30:00 ,          5,           89.450,                0.20,           78.440,                0.20,        1
08/03 06:00:00 ,          5,           88.730,                0.26,           78.230,                0.05,        1
08/03 06:30:00 ,          5,           87.810,                0.05,           76.240,               -0.05,        1
08/03 07:00:00 ,          5,           88.580,               -0.10,           75.570,                0.00,        1
08/03 07:30:00 ,          5,           88.370,                0.10,           74.850,                0.15,        1
08/03 08:00:00 ,          5,           91.600,                0.15,           77.820,               -0.05,        0
08/03 08:30:00 ,          5,           90.160,                0.87,           80.540,                0.46,        1
08/03 09:00:00 ,          5,           86.530,                1.38,           78.640,                0.87,        1
08/03 09:30:00 ,          5,           76.080,                2.20,           67.380,                1.79,        1
08/03 10:00:00 ,          5,           65.430,                2.71,           59.440,                2.36,        2
08/03 10:30:00 ,          5,           66.820,                3.38,           62.670,                2.56,        2
08/03 11:00:00 ,          5,           71.480,                3.43,           69.120,                2.41,        3
08/03 11:30:00 ,          5,           63.590,                5.07,           59.850,                3.89,        3
08/03 12:00:00 ,          5,           57.650,                5.99,           54.780,                4.76,        4
08/03 12:30:00 ,          5,           61.590,                6.04,           59.900,                4.92,        4
08/03 13:00:00 ,          5,           65.080,                5.63,           65.130,                4.30,        5
08/03 13:30:00 ,          5,           67.480,                5.12,           65.330,                4.10,        7
08/03 14:00:00 ,          5,           66.200,                5.07,           62.870,                4.25,        8
08/03 14:30:00 ,          5,           65.740,                4.97,           62.410,                4.15,        8
08/03 15:00:00 ,          5,           63.950,                4.81,           60.060,                4.15,        7
08/03 15:30:00 ,          5,           63.330,                4.71,           59.600,                4.15,        7
08/03 16:00:00 ,          5,           64.260,                4.51,           59.550,                3.84,        6
08/03 16:30:00 ,          5,           65.640,                4.20,           61.490,                3.53,        6
08/03 17:00:00 ,          5,           66.710,                3.74,           62.520,                3.12,        5
08/03 17:30:00 ,          5,           66.560,                3.28,           61.440,                2.61,        5
08/03 18:00:00 ,          5,           67.580,                2.56,           61.800,                1.89,        4
08/03 18:30:00 ,          5,           68.710,                2.00,           61.750,                1.59,        4
08/03 19:00:00 ,          5,           70.550,                1.69,           62.980,                1.43,        3
08/03 19:30:00 ,          5,           71.010,                1.48,           62.720,                1.33,        3
08/03 20:00:00 ,          5,           71.070,                1.33,           63.280,                1.18,        3
08/03 20:30:00 ,          5,           70.140,                1.13,           61.030,                1.13,        2
08/03 21:00:00 ,          5,           69.070,                0.92,           59.700,                0.77,        2
08/03 21:30:00 ,          5,           68.150,                0.72,           58.470,                0.72,        2
08/03 22:00:00 ,          5,           67.380,                0.56,           57.860,                0.41,        2
08/03 22:30:00 ,          5,           68.920,                0.20,           59.550,                0.05,        1
08/03 23:00:00 ,          5,           69.940,                0.00,           60.470,               -0.20,        1
08/03 23:30:00 ,          5,           68.510,                0.20,           59.550,                0.10,        1
09/03 00:00:00 ,          5,           66.760,                0.26,           58.010,                0.20,        1
09/03 00:30:00 ,          5,           64.920,                0.41,           56.320,                0.26,        1
09/03 01:00:00 ,          5,           64.150,                0.36,           55.300,                0.31,        1
09/03 01:30:00 ,          5,           63.640,                0.31,           55.810,                0.26,        1
09/03 02:00:00 ,          5,           64.970,                0.31,           57.140,                0.15,        1
09/03 02:30:00 ,          5,           62.920,                0.31,           56.930,                0.10,        1
09/03 03:00:00 ,          5,           65.890,                0.05,           58.270,               -0.15,        1
09/03 03:30:00 ,          5,           67.990,               -0.15,           59.700,               -0.31,        0
09/03 04:00:00 ,          5,           70.450,               -0.31,           61.180,               -0.46,        0
09/03 04:30:00 ,          5,           72.040,               -0.31,           62.210,               -0.31,        0
09/03 05:00:00 ,          5,           72.400,               -0.20,           62.980,               -0.26,        0
09/03 05:30:00 ,          5,           73.010,               -0.10,           63.330,               -0.10,        0
09/03 06:00:00 ,          5,           73.830,               -0.31,           63.230,               -0.31,        0
09/03 06:30:00 ,          5,           73.730,               -0.26,           65.180,               -0.36,        0
09/03 07:00:00 ,          5,           74.140,               -0.46,           64.460,               -0.56,        0
09/03 07:30:00 ,          5,           75.320,               -0.41,           63.230,               -0.41,        0
09/03 08:00:00 ,          5,           75.320,               -0.05,           63.130,               -0.20,        0
09/03 08:30:00 ,          5,           72.450,                0.61,           64.610,                0.15,        0
09/03 09:00:00 ,          5,           67.790,                1.13,           62.260,                0.46,        0
09/03 09:30:00 ,          5,           68.920,                1.48,           63.740,                0.82,        1
09/03 10:00:00 ,          5,           67.430,                1.69,           62.110,                1.13,        1
09/03 10:30:00 ,          5,           64.360,                2.66,           59.190,                2.05,        2
09/03 11:00:00 ,          5,           62.110,                3.53,           58.110,                2.71,        2
09/03 11:30:00 ,          5,           61.440,                3.94,           58.980,                3.07,        3
09/03 12:00:00 ,          5,           59.240,                4.86,           57.500,                3.74,        3
09/03 12:30:00 ,          5,           57.340,                4.92,           55.240,                3.94,        4
09/03 13:00:00 ,          5,           56.830,                5.22,           55.240,                4.20,        5
09/03 13:30:00 ,          5,           57.750,                4.86,           55.140,                4.04,        6
09/03 14:00:00 ,          5,           58.370,                4.97,           54.840,                4.10,        6
09/03 14:30:00 ,          5,           55.600,                4.86,           52.630,                3.94,        7
09/03 15:00:00 ,          5,           55.600,                4.51,           52.680,                3.64,        6
09/03 15:30:00 ,          5,           54.940,                4.66,           50.940,                3.89,        6
09/03 16:00:00 ,          5,           54.840,                4.45,           51.000,                3.69,        6
09/03 16:30:00 ,          5,           57.960,                3.99,           53.250,                3.23,        5
09/03 17:00:00 ,          5,           58.270,                3.79,           53.860,                3.17,        5
09/03 17:30:00 ,          5,           58.470,                3.84,           54.890,                3.17,        5
09/03 18:00:00 ,          5,           62.920,                3.58,           59.340,                3.02,        4
09/03 18:30:00 ,          5,           65.280,                3.33,           61.590,                2.66,        4
09/03 19:00:00 ,          5,           67.280,                3.07,           63.490,                2.30,        4
09/03 19:30:00 ,          5,           69.270,                2.87,           65.080,                2.15,        4
09/03 20:00:00 ,          5,           69.990,                2.76,           65.590,                2.10,        3
09/03 20:30:00 ,          5,           72.350,                2.61,           67.330,                1.95,        3
09/03 21:00:00 ,          5,           75.010,                2.36,           70.600,                1.64,        3
09/03 21:30:00 ,          5,           79.260,                2.05,           74.910,                1.43,        3
09/03 22:00:00 ,          5,           81.310,                1.84,           76.390,                1.28,        3
09/03 22:30:00 ,          5,           81.410,                1.84,           76.490,                1.28,        2
09/03 23:00:00 ,          5,           81.310,                1.84,           77.110,                1.18,        2
09/03 23:30:00 ,          5,           84.070,                1.43,           78.850,                0.82,        2
10/03 00:00:00 ,          5,           86.630,                1.18,           79.310,                0.82,        2
10/03 00:30:00 ,          5,           85.350,                1.48,           77.620,                1.08,        2
10/03 01:00:00 ,          5,           84.120,                1.59,           77.770,                1.02,        2
10/03 01:30:00 ,          5,           84.790,                1.64,           78.030,                1.18,        2
10/03 02:00:00 ,          5,           83.050,                1.59,           77.000,                1.13,        2
10/03 02:30:00 ,          5,           83.610,                1.64,           77.060,                1.13,        2
10/03 03:00:00 ,          5,           83.250,                1.74,           76.850,                1.23,        2
10/03 03:30:00 ,          5,           82.940,                1.89,           76.440,                1.38,        2
10/03 04:00:00 ,          5,           84.280,                2.00,           77.310,                1.48,        2
10/03 04:30:00 ,          5,           83.920,                2.15,           76.080,                1.64,        2
10/03 05:00:00 ,          5,           83.200,                2.05,           75.720,                1.54,        2
10/03 05:30:00 ,          5,           83.350,                2.00,           75.720,                1.48,        2
10/03 06:00:00 ,          5,           82.430,                2.10,           74.440,                1.59,        2
10/03 06:30:00 ,          5,           82.180,                2.00,           74.750,                1.48,        2
10/03 07:00:00 ,          5,           82.530,                1.89,           74.390,                1.48,        2
10/03 07:30:00 ,          5,           81.050,                2.00,           73.780,                1.48,        2
10/03 08:00:00 ,          5,           79.360,                1.95,           72.240,                1.48,        2
10/03 08:30:00 ,          5,           76.800,                2.30,           70.090,                1.79,        2
10/03 09:00:00 ,          5,           75.370,                2.82,           69.480,                2.30,        2
10/03 09:30:00 ,          5,           72.090,                3.38,           67.840,                2.71,        2
10/03 10:00:00 ,          5,           71.070,                3.79,           64.970,                3.12,        3
10/03 10:30:00 ,          5,           67.530,                4.45,           63.490,                3.79,        4
10/03 11:00:00 ,          5,           65.330,                4.92,           60.260,                4.25,        4
10/03 11:30:00 ,          5,           58.620,                5.22,           53.090,                4.61,        5
10/03 12:00:00 ,          5,           53.660,                5.53,           48.330,                4.92,        5
10/03 12:30:00 ,          5,           50.740,                6.14,           46.640,                5.58,        6
10/03 13:00:00 ,          5,           53.910,                5.99,           48.330,                5.32,        6
10/03 13:30:00 ,          5,           56.270,                5.99,           51.250,                5.27,        6
10/03 14:00:00 ,          5,           50.590,                6.71,           47.510,                5.89,        7
10/03 14:30:00 ,          5,           44.030,                7.27,           40.910,                6.55,        7
10/03 15:00:00 ,          5,           45.670,                6.96,           42.650,                6.35,        8
10/03 15:30:00 ,          5,           47.720,                6.96,           43.880,                6.45,        8
10/03 16:00:00 ,          5,           49.000,                6.66,           44.650,                6.09,        7
10/03 16:30:00 ,          5,           51.000,                6.40,           45.470,                5.89,        7
10/03 17:00:00 ,          5,           50.330,                6.20,           45.570,                5.79,        7
10/03 17:30:00 ,          5,           54.220,                6.14,           48.440,                5.58,        7
10/03 18:00:00 ,          5,           56.470,                5.73,           51.000,                5.22,        7
10/03 18:30:00 ,          5,           55.960,                5.32,           51.050,                4.97,        6
10/03 19:00:00 ,          5,           57.960,                5.02,           50.740,                4.76,        6
10/03 19:30:00 ,          5,           58.980,                4.81,           49.720,                4.92,        6
10/03 20:00:00 ,          5,           61.390,                4.76,           51.300,                4.97,        6
10/03 20:30:00 ,          5,           63.540,                4.71,           54.070,                4.92,        5
10/03 21:00:00 ,          5,           61.540,                4.71,           53.500,                4.56,        5
10/03 21:30:00 ,          5,           60.770,                4.76,           52.580,                4.66,        5
10/03 22:00:00 ,          5,           58.420,                5.27,           50.330,                5.17,        5
10/03 22:30:00 ,          5,           59.190,                5.58,           51.560,                5.48,        5
10/03 23:00:00 ,          5,           57.860,                5.73,           51.460,                5.48,        5
10/03 23:30:00 ,          5,           57.500,                5.84,           52.430,                5.58,        5
11/03 00:00:00 ,          5,           61.700,                5.79,           55.240,                5.58,        5
11/03 00:30:00 ,          5,           60.260,                5.89,           53.810,                5.68,        6
11/03 01:00:00 ,          5,           57.500,                6.09,           51.460,                5.84,        6
11/03 01:30:00 ,          5,           60.360,                6.14,           54.730,                5.94,        6
11/03 02:00:00 ,          5,           54.220,                6.55,           48.540,                6.35,        6
11/03 02:30:00 ,          5,           52.530,                6.71,           48.030,                6.40,        6
11/03 03:00:00 ,          5,           58.160,                6.81,           52.630,                6.55,        6
11/03 03:30:00 ,          5,           58.680,                6.81,           53.660,                6.55,        6
11/03 04:00:00 ,          5,           68.970,                6.25,           62.620,                5.99,        6
11/03 04:30:00 ,          5,           64.720,                6.50,           58.980,                6.25,        6
11/03 05:00:00 ,          5,           72.240,                6.09,           66.610,                5.79,        6
11/03 05:30:00 ,          5,           74.290,                6.14,           68.510,                5.84,        6
11/03 06:00:00 ,          5,           72.760,                6.55,           67.580,                6.20,        6
11/03 06:30:00 ,          5,           71.480,                6.76,           65.740,                6.45,        6
11/03 07:00:00 ,          5,           69.380,                6.81,           64.510,                6.45,        6
11/03 07:30:00 ,          5,           71.070,                6.71,           66.150,                6.40,        7
11/03 08:00:00 ,          5,           69.940,                7.07,           64.870,                6.76,        7
11/03 08:30:00 ,          5,           67.840,                7.53,           62.670,                7.22,        7
11/03 09:00:00 ,          5,           70.910,                8.09,           65.740,                7.78,        7
11/03 09:30:00 ,          5,           72.190,                8.50,           67.230,                8.04,        7
11/03 10:00:00 ,          5,           74.750,                8.76,           70.500,                8.29,        8
11/03 10:30:00 ,          5,           79.410,                9.06,           74.700,                8.50,        8
11/03 11:00:00 ,          5,           80.590,                9.22,           75.320,                8.86,        8
11/03 11:30:00 ,          5,           78.950,                9.93,           73.730,                9.52,        9
11/03 12:00:00 ,          5,           80.030,                9.88,           74.550,                9.52,        9
11/03 12:30:00 ,          5,           82.430,                9.68,           76.900,                9.27,        9
11/03 13:00:00 ,          5,           84.430,                9.68,           78.340,                9.27,        9
11/03 13:30:00 ,          5,           95.440,                9.22,           86.580,                8.81,        9
11/03 14:00:00 ,          5,           94.870,                9.32,           82.530,                9.16,        9
11/03 14:30:00 ,          5,           91.190,                9.73,           80.280,                9.47,        9
11/03 15:00:00 ,          5,           93.540,                9.57,           83.350,                9.32,        9
11/03 15:30:00 ,          5,          100.560,                8.86,           95.800,                8.40,        9
11/03 16:00:00 ,          5,          100.560,                8.24,           98.920,                7.78,        9
11/03 16:30:00 ,          5,          100.560,                7.37,           99.380,                6.86,        9
11/03 17:00:00 ,          5,          100.560,                6.86,           99.990,                6.40,        8
11/03 17:30:00 ,          5,          100.560,                6.60,          100.150,                6.14,        8
11/03 18:00:00 ,          5,          100.610,                6.45,          100.150,                6.04,        8
11/03 18:30:00 ,          5,          100.560,                6.71,          100.150,                6.25,        7
11/03 19:00:00 ,          5,          100.560,                6.91,          100.150,                6.45,        7
11/03 19:30:00 ,          5,          100.560,                6.91,          100.150,                6.45,        7
11/03 20:00:00 ,          5,          100.610,                6.40,          100.150,                5.94,        7
11/03 20:30:00 ,          5,          100.610,                5.89,          100.150,                5.38,        7
11/03 21:00:00 ,          5,          100.610,                5.84,           99.580,                5.43,        7
11/03 21:30:00 ,          5,          100.610,                6.09,           99.690,                5.73,        6
11/03 22:00:00 ,          5,          100.610,                5.89,           97.890,                5.58,        6
11/03 22:30:00 ,          5,          100.610,                5.38,           95.590,                5.07,        6
11/03 23:00:00 ,          5,          100.610,                2.56,           98.820,                2.41,        6
11/03 23:30:00 ,          5,          100.610,                2.51,          100.100,                2.30,        5
12/03 00:00:00 ,          5,          100.610,                2.71,          100.100,                2.41,        4
12/03 00:30:00 ,          5,          100.610,                2.87,          100.100,                2.51,        4
12/03 01:00:00 ,          5,          100.610,                2.87,          100.100,                2.41,        4
12/03 01:30:00 ,          5,          100.610,                2.97,          100.100,                2.46,        3
12/03 02:00:00 ,          5,          100.610,                2.87,          100.100,                2.36,        3
12/03 02:30:00 ,          5,          100.610,                2.61,          100.100,                2.10,        3
12/03 03:00:00 ,          5,          100.610,                2.66,          100.100,                2.05,        3
12/03 03:30:00 ,          5,          100.610,                2.82,          100.100,                2.30,        3
12/03 04:00:00 ,          5,          100.610,                1.84,           99.580,                1.38,        3
12/03 04:30:00 ,          5,          100.610,                1.48,          100.100,                1.23,        3
12/03 05:00:00 ,          5,          100.610,                1.54,          100.100,                1.18,        2
12/03 05:30:00 ,          5,          100.660,                1.43,          100.100,                0.92,        2
12/03 06:00:00 ,          5,          100.660,                1.38,          100.100,                0.92,        2
12/03 06:30:00 ,          5,          100.660,                1.69,          100.100,                1.23,        2
12/03 07:00:00 ,          5,          100.660,                1.64,           99.840,                1.13,        2
12/03 07:30:00 ,          5,          100.660,                1.59,           98.610,                1.08,        2
12/03 08:00:00 ,          5,          100.660,                1.79,           98.000,                1.33,        2
12/03 08:30:00 ,          5,          100.660,                1.89,           97.430,                1.38,        2
12/03 09:00:00 ,          5,          100.660,                1.74,           95.490,                1.23,        2
12/03 09:30:00 ,          5,          100.610,                2.05,           95.740,                1.54,        2
12/03 10:00:00 ,          5,          100.610,                2.76,           89.450,                2.41,        2
12/03 10:30:00 ,          5,          100.610,                3.43,           78.230,                3.43,        3
12/03 11:00:00 ,          5,           97.380,                3.79,           71.830,                3.99,        4
12/03 11:30:00 ,          5,           91.700,                4.10,           72.240,                3.99,        4
12/03 12:00:00 ,          5,           82.280,                5.07,           65.840,                4.92,        4
12/03 12:30:00 ,          5,           73.470,                6.04,           58.880,                5.94,        5
12/03 13:00:00 ,          5,           78.130,                6.55,           63.690,                6.35,        6
12/03 13:30:00 ,          5,           70.200,                6.30,           61.390,                5.84,        7
12/03 14:00:00 ,          5,           74.960,                5.68,           66.970,                5.07,        8
12/03 14:30:00 ,          5,           77.720,                5.48,           67.890,                5.12,        8
12/03 15:00:00 ,          5,           85.250,                4.76,           73.630,                4.40,        7
12/03 15:30:00 ,          5,           82.230,                5.43,           68.920,                5.27,        7
