DELTA-T LOGGER
R-Nachbau der Loggerdateien, um Delta-T Dateien oder anderen Loggerdateiformate mit Flag-Splaten in die Level2 Datenbank hochzuladen. Autor:Marvin Lorff, Ausgabe durch Funktion: write.fwf2()
01.01. 00:00
31.07. 23:30
Start_Year: 2020
Channel number,,,,,,,,,,,
Sensor code,,,,,,,,,,,
        Datum, Logtemp, BoTemp10, BoTemp30, ThTa_A15, ThTa_B15, ThTa_A30, ThTa_B30, ThTa_A60, ThTa_B60, EsModem
Units,,,,,,,,,,,
Minimum value,,,,,,,,,,,
Maximum value,,,,,,,,,,,
02.04. 14:30 ,    9.98,    30.03,    30.03,    20.63,   104.08,    -0.28,    15.41,     4.00,    -0.38,    5.21
02.04. 15:00 ,   10.47,    30.03,    30.03,    20.63,   104.00,    -0.28,    15.41,     4.00,    -0.38,    5.21
02.04. 15:30 ,   10.88,    30.03,    30.03,    20.63,   104.00,    -0.28,    15.41,     3.97,    -0.38,    5.21
02.04. 16:00 ,   11.21,    30.03,    30.03,    20.61,   104.00,    -0.27,    15.41,     4.00,    -0.38,    5.21
02.04. 16:30 ,   11.50,    30.03,    30.03,    20.63,   104.00,    -0.28,    15.41,     3.97,    -0.38,    5.21
02.04. 17:00 ,   11.88,    30.03,    30.03,    20.63,   103.92,    -0.28,    15.41,     4.00,    -0.38,    5.21
02.04. 17:30 ,   12.08,    30.03,    30.03,    20.66,   103.92,    -0.28,    15.41,     3.97,    -0.38,    5.21
02.04. 18:00 ,   12.08,    30.03,    30.03,    20.61,   103.84,    -0.28,    15.41,     4.00,    -0.38,    5.21
02.04. 18:30 ,   11.96,    30.03,    30.03,    20.63,   103.84,    -0.28,    15.41,     4.00,    -0.38,    5.21
02.04. 19:00 ,   11.48,    30.03,    30.03,    20.63,   103.76,    -0.28,    15.41,     4.00,    -0.38,    5.21
02.04. 19:30 ,   10.71,    30.03,    30.03,    20.61,   103.84,    -0.28,    15.41,     4.00,    -0.38,    5.22
02.04. 20:00 ,    9.77,    30.03,    30.03,    20.63,   103.84,    -0.28,    15.41,     4.00,    -0.38,    5.21
02.04. 20:30 ,    8.81,    30.03,    30.03,    20.63,   103.76,    -0.28,    15.44,     4.00,    -0.38,    5.21
02.04. 21:00 ,    7.96,    30.03,    30.03,    20.61,   102.88,    -0.28,    15.41,     3.97,    -0.38,    0.10
02.04. 21:30 ,    7.13,    30.03,    30.03,    20.63,   102.24,    -0.28,    15.41,     4.00,    -0.38,    5.21
02.04. 22:00 ,    6.35,    30.03,    30.03,    20.61,   101.36,    -0.28,    15.41,     3.97,    -0.38,    5.21
02.04. 22:30 ,    5.64,    30.03,    30.03,    20.63,   101.36,    -0.27,    15.41,     4.00,    -0.38,    5.21
02.04. 23:00 ,    4.99,    30.03,    30.03,    20.61,   102.24,    -0.28,    15.41,     4.00,    -0.38,    0.09
02.04. 23:30 ,    4.48,    30.03,    30.03,    20.61,   102.24,    -0.28,    15.41,     4.00,    -0.38,    5.21
03.04. 00:00 ,    4.14,    30.03,    30.03,    20.63,   102.08,    -0.28,    15.41,     4.00,    -0.38,    5.20
03.04. 00:30 ,    3.88,    30.03,    30.03,    20.61,   102.08,    -0.28,    15.41,     4.00,    -0.38,    5.21
03.04. 01:00 ,    3.74,    30.03,    30.03,    20.63,   102.08,    -0.28,    15.41,     4.00,    -0.38,    5.21
03.04. 01:30 ,    3.69,    30.03,    30.03,    20.63,   101.68,    -0.28,    15.41,     4.00,    -0.38,    5.21
03.04. 02:00 ,    3.63,    30.03,    30.03,    20.61,   102.48,    -0.28,    15.41,     4.00,    -0.38,    5.21
03.04. 02:30 ,    3.47,    30.03,    30.03,    20.63,    97.60,    -0.28,    15.41,     4.00,    -0.38,    5.20
03.04. 03:00 ,    3.25,    30.03,    30.03,    20.63,   101.76,    -0.28,    15.41,     4.00,    -0.38,    5.21
03.04. 03:30 ,    2.95,    30.03,    30.03,    20.61,   102.32,    -0.28,    15.41,     3.97,    -0.38,    5.21
03.04. 04:00 ,    2.58,    30.03,    30.03,    20.61,   101.60,    -0.28,    15.41,     3.97,    -0.38,    5.21
03.04. 04:30 ,    2.19,    30.03,    30.03,    20.61,   101.04,    -0.27,    15.41,     3.97,    -0.38,    5.21
03.04. 05:00 ,    1.82,    30.03,    30.03,    20.63,   101.60,    -0.27,    15.41,     3.97,    -0.38,    5.21
03.04. 05:30 ,    1.42,    30.03,    30.03,    20.61,   100.80,    -0.28,    15.41,     3.97,    -0.38,    5.21
03.04. 06:00 ,    1.05,    30.03,    30.03,    20.61,   102.08,    -0.28,    15.41,     4.00,    -0.38,    0.09
03.04. 06:30 ,    0.71,    30.03,    30.03,    20.61,   102.16,    -0.27,    15.41,     3.97,    -0.38,    5.20
03.04. 07:00 ,    0.43,    30.03,    30.03,    20.61,   102.24,    -0.28,    15.41,     3.97,    -0.38,    5.21
03.04. 07:30 ,    0.27,    30.03,    30.03,    20.61,   102.16,    -0.28,    15.41,     3.97,    -0.38,    0.08
03.04. 08:00 ,    0.38,    30.03,    30.03,    20.61,   101.60,    -0.28,    15.41,     3.97,    -0.38,    0.09
03.04. 08:30 ,    0.80,    30.03,    30.03,    20.58,   101.68,    -0.28,    15.41,     3.97,    -0.38,    5.21
03.04. 09:00 ,    1.64,    30.03,    30.03,    20.61,   104.16,    -0.28,    15.41,     3.97,    -0.38,    5.21
03.04. 09:30 ,    2.65,    30.03,    30.03,    20.61,   104.24,    -0.28,    15.41,     3.97,    -0.38,    5.21
03.04. 10:00 ,    3.91,    30.03,    30.03,    20.58,   104.16,    -0.27,    15.41,     3.97,    -0.38,    5.21
03.04. 10:30 ,    5.21,    30.03,    30.03,    20.58,   104.16,    -0.28,    15.41,     3.97,    -0.38,    5.20
03.04. 11:00 ,    6.19,    30.03,    30.03,    20.61,   104.16,    -0.28,    15.38,     3.97,    -0.38,    0.09
03.04. 11:30 ,    7.04,    30.03,    30.03,    20.61,   104.08,    -0.28,    15.41,     3.97,    -0.38,    5.21
03.04. 12:00 ,    7.73,    30.03,    30.03,    20.61,   104.08,    -0.28,    15.41,     3.97,    -0.38,    5.21
03.04. 12:30 ,    8.31,    30.03,    30.03,    20.61,   104.08,    -0.28,    15.41,     3.97,    -0.38,    5.21
03.04. 13:00 ,    8.75,    30.03,    30.03,    20.61,   104.08,    -0.28,    15.41,     3.97,    -0.38,    0.09
03.04. 13:30 ,    9.22,    30.03,    30.03,    20.58,   104.00,    -0.28,    15.38,     3.97,    -0.38,    5.21
03.04. 14:00 ,    9.48,    30.03,    30.03,    20.58,   104.00,    -0.28,    15.41,     3.97,    -0.38,    5.21
03.04. 14:30 ,    9.81,    30.03,    30.03,    20.61,   103.92,    -0.27,    15.38,     4.00,    -0.38,    5.21
03.04. 15:00 ,   10.02,    30.03,    30.03,    20.58,   104.00,    -0.28,    15.41,     3.97,    -0.38,    5.21
03.04. 15:30 ,   10.21,    30.03,    30.03,    20.58,   104.00,    -0.28,    15.38,     4.00,    -0.38,    5.21
03.04. 16:00 ,   10.31,    30.03,    30.03,    20.58,   103.92,    -0.28,    15.38,     3.97,    -0.38,    0.09
03.04. 16:30 ,   10.38,    30.03,    30.03,    20.58,   103.92,    -0.28,    15.38,     3.97,    -0.38,    5.21
03.04. 17:00 ,   10.50,    30.03,    30.03,    20.58,   103.92,    -0.28,    15.38,     3.97,    -0.38,    5.21
03.04. 17:30 ,   10.52,    30.03,    30.03,    20.58,   103.92,    -0.28,    15.38,     4.00,    -0.38,    5.21
03.04. 18:00 ,   10.40,    30.03,    30.03,    20.58,   103.92,    -0.28,    15.38,     3.97,    -0.38,    5.21
03.04. 18:30 ,   10.21,    30.03,    30.03,    20.58,   103.84,    -0.28,    15.38,     3.97,    -0.38,    5.21
03.04. 19:00 ,    9.98,    30.03,    30.03,    20.58,   103.92,    -0.27,    15.38,     3.97,    -0.38,    5.21
03.04. 19:30 ,    9.77,    30.03,    30.03,    20.61,   103.84,    -0.28,    15.38,     3.97,    -0.38,    5.21
03.04. 20:00 ,    9.54,    30.03,    30.03,    20.58,   103.84,    -0.28,    15.41,     3.97,    -0.38,    5.21
03.04. 20:30 ,    9.27,    30.03,    30.03,    20.58,   103.84,    -0.27,    15.38,     3.97,    -0.38,    5.21
03.04. 21:00 ,    8.93,    30.03,    30.03,    20.58,   103.92,    -0.28,    15.38,     3.97,    -0.38,    5.21
03.04. 21:30 ,    8.47,    30.03,    30.03,    20.58,   103.92,    -0.28,    15.38,     3.97,    -0.38,    5.21
03.04. 22:00 ,    7.96,    30.03,    30.03,    20.56,   103.84,    -0.28,    15.38,     3.97,    -0.38,    5.21
03.04. 22:30 ,    7.43,    30.03,    30.03,    20.58,   100.80,    -0.28,    15.38,     3.97,    -0.38,    5.21
03.04. 23:00 ,    6.84,    30.03,    30.03,    20.58,   101.84,    -0.28,    15.38,     3.97,    -0.38,    5.21
03.04. 23:30 ,    6.19,    30.03,    30.03,    20.58,   100.72,    -0.28,    15.38,     3.97,    -0.38,    5.21
04.04. 00:00 ,    5.57,    30.03,    30.03,    20.58,   102.32,    -0.28,    15.38,     3.97,    -0.38,    0.09
04.04. 00:30 ,    4.99,    30.03,    30.03,    20.56,    63.28,    -0.28,    15.38,     3.97,    -0.38,    5.21
04.04. 01:00 ,    4.51,    30.03,    30.03,    20.56,   101.20,    -0.27,    15.38,     3.97,    -0.38,    5.21
04.04. 01:30 ,    4.04,    30.03,    30.03,    20.56,   101.92,    -0.28,    15.38,     3.97,    -0.38,    0.09
04.04. 02:00 ,    3.61,    30.03,    30.03,    20.56,   101.60,    -0.28,    15.38,     3.97,    -0.38,    5.21
04.04. 02:30 ,    3.24,    30.03,    30.03,    20.58,   102.00,    -0.28,    15.38,     3.97,    -0.38,    5.21
04.04. 03:00 ,    2.86,    30.03,    30.03,    20.58,   101.12,    -0.28,    15.38,     3.97,    -0.38,    5.21
04.04. 03:30 ,    2.53,    30.03,    30.03,    20.58,   101.92,    -0.28,    15.38,     3.97,    -0.38,    5.21
04.04. 04:00 ,    2.21,    30.03,    30.03,    20.56,   102.16,    -0.28,    15.38,     3.97,    -0.38,    0.08
04.04. 04:30 ,    1.93,    30.03,    30.03,    20.58,   101.92,    -0.28,    15.38,     3.97,    -0.38,    5.21
04.04. 05:00 ,    1.67,    30.03,    30.03,    20.56,   102.08,    -0.28,    15.38,     3.97,    -0.38,    0.08
04.04. 05:30 ,    1.41,    30.03,    30.03,    20.56,   101.60,    -0.27,    15.38,     3.97,    -0.38,    5.21
04.04. 06:00 ,    1.16,    30.03,    30.03,    20.56,   102.08,    -0.28,    15.38,     3.97,    -0.38,    5.21
04.04. 06:30 ,    0.92,    30.03,    30.03,    20.56,   101.84,    -0.28,    15.38,     3.94,    -0.38,    5.20
04.04. 07:00 ,    0.69,    30.03,    30.03,    20.56,   101.92,    -0.28,    15.38,     3.97,    -0.38,    5.20
04.04. 07:30 ,    0.55,    30.03,    30.03,    20.56,   102.32,    -0.28,    15.38,     3.97,    -0.38,    5.21
04.04. 08:00 ,    0.57,    30.03,    30.03,    20.56,   102.48,    -0.28,    15.38,     3.97,    -0.38,    0.09
04.04. 08:30 ,    0.89,    30.03,    30.03,    20.58,   103.44,    -0.28,    15.38,     3.97,    -0.38,    5.20
04.04. 09:00 ,    1.73,    30.03,    30.03,    20.56,   104.08,    -0.28,    15.38,     3.97,    -0.38,    5.21
04.04. 09:30 ,    2.69,    30.03,    30.03,    20.56,   104.16,    -0.28,    15.36,     3.97,    -0.38,    5.21
04.04. 10:00 ,    4.03,    30.03,    30.03,    20.56,   104.08,    -0.27,    15.38,     3.97,    -0.38,    5.21
04.04. 10:30 ,    5.41,    30.03,    30.03,    20.58,   104.08,    -0.28,    15.38,     3.97,    -0.38,    5.21
04.04. 11:00 ,    6.44,    30.03,    30.03,    20.58,   104.00,    -0.28,    15.38,     3.97,    -0.38,    0.09
04.04. 11:30 ,    7.26,    30.03,    30.03,    20.56,   104.00,    -0.27,    15.38,     3.97,    -0.38,    5.21
04.04. 12:00 ,    8.08,    30.03,    30.03,    20.56,   104.00,    -0.28,    15.36,     3.97,    -0.38,    5.21
04.04. 12:30 ,    8.87,    30.03,    30.03,    20.56,   104.00,    -0.28,    15.36,     3.97,    -0.38,    5.21
04.04. 13:00 ,    9.62,    30.03,    30.03,    20.56,   104.00,    -0.28,    15.36,     3.97,    -0.38,    5.21
04.04. 13:30 ,   10.33,    30.03,    30.03,    20.56,   104.00,    -0.28,    15.36,     3.97,    -0.38,    5.21
04.04. 14:00 ,   11.00,    30.03,    30.03,    20.56,   103.92,    -0.28,    15.36,     3.97,    -0.38,    5.21
04.04. 14:30 ,   11.62,    30.03,    30.03,    20.56,   103.92,    -0.28,    15.36,     3.97,    -0.38,    5.21
04.04. 15:00 ,   12.10,    30.03,    30.03,    20.56,   103.92,    -0.28,    15.36,     3.97,    -0.38,    5.21
04.04. 15:30 ,   12.46,    30.03,    30.03,    20.56,   103.92,    -0.28,    15.36,     3.97,    -0.38,    5.21
04.04. 16:00 ,   12.89,    30.03,    30.03,    20.53,   103.92,    -0.28,    15.36,     3.97,    -0.38,    5.21
04.04. 16:30 ,   13.30,    30.03,    30.03,    20.56,   103.76,    -0.28,    15.36,     3.94,    -0.38,    5.21
04.04. 17:00 ,   13.51,    30.03,    30.03,    20.53,   103.76,    -0.28,    15.36,     3.94,    -0.38,    5.21
04.04. 17:30 ,   13.65,    30.03,    30.03,    20.56,   103.76,    -0.28,    15.36,     3.97,    -0.38,    5.21
04.04. 18:00 ,   13.79,    30.03,    30.03,    20.53,   103.68,    -0.28,    15.36,     3.97,    -0.38,    5.21
04.04. 18:30 ,   13.76,    30.03,    30.03,    20.53,   103.68,    -0.27,    15.36,     3.94,    -0.38,    5.21
04.04. 19:00 ,   13.40,    30.03,    30.03,    20.56,   103.68,    -0.28,    15.36,     3.97,    -0.38,    5.21
04.04. 19:30 ,   12.78,    30.03,    30.03,    20.56,   103.68,    -0.28,    15.36,     3.97,    -0.38,    5.22
04.04. 20:00 ,   11.96,    30.03,    30.03,    20.53,   103.68,    -0.28,    15.36,     3.97,    -0.38,    5.21
04.04. 20:30 ,   11.14,    30.03,    30.03,    20.53,   103.76,    -0.28,    15.36,     3.97,    -0.38,    5.21
04.04. 21:00 ,   10.28,    30.03,    30.03,    20.53,   103.76,    -0.28,    15.36,     3.97,    -0.38,    5.21
04.04. 21:30 ,    9.50,    30.03,    30.03,    20.53,   103.84,    -0.28,    15.36,     3.97,    -0.38,    5.21
04.04. 22:00 ,    8.85,    30.03,    30.03,    20.53,   103.36,    -0.28,    15.36,     3.97,    -0.38,    0.09
04.04. 22:30 ,    8.12,    30.03,    30.03,    20.53,   103.20,    -0.28,    15.36,     3.94,    -0.38,    5.21
04.04. 23:00 ,    7.49,    30.03,    30.03,    20.53,   102.72,    -0.28,    15.36,     3.97,    -0.38,    5.21
04.04. 23:30 ,    6.91,    30.03,    30.03,    20.51,   102.48,    -0.28,    15.36,     3.94,    -0.38,    5.21
05.04. 00:00 ,    6.44,    30.03,    30.03,    20.53,   101.52,    -0.28,    15.36,     3.97,    -0.38,    5.21
05.04. 00:30 ,    5.95,    30.03,    30.03,    20.51,   102.08,    -0.28,    15.36,     3.94,    -0.38,    0.09
05.04. 01:00 ,    5.62,    30.03,    30.03,    20.53,   101.68,    -0.28,    15.36,     3.94,    -0.38,    5.21
05.04. 01:30 ,    5.38,    30.03,    30.03,    20.53,   101.84,    -0.28,    15.36,     3.94,    -0.38,    5.21
05.04. 02:00 ,    5.16,    30.03,    30.03,    20.56,   101.36,    -0.28,    15.36,     3.94,    -0.38,    5.21
05.04. 02:30 ,    4.99,    30.03,    30.03,    20.53,   101.04,    -0.28,    15.33,     3.94,    -0.38,    5.21
05.04. 03:00 ,    4.83,    30.03,    30.03,    20.53,   101.52,    -0.28,    15.36,     3.97,    -0.38,    5.21
05.04. 03:30 ,    4.67,    30.03,    30.03,    20.53,   101.44,    -0.28,    15.36,     3.94,    -0.38,    5.20
05.04. 04:00 ,    4.53,    30.03,    30.03,    20.53,   101.76,    -0.28,    15.36,     3.94,    -0.38,    0.09
05.04. 04:30 ,    4.36,    30.03,    30.03,    20.53,   102.00,    -0.28,    15.36,     3.94,    -0.38,    5.21
05.04. 05:00 ,    4.12,    30.03,    30.03,    20.53,   101.44,    -0.27,    15.36,     3.97,    -0.38,    0.09
05.04. 05:30 ,    3.91,    30.03,    30.03,    20.51,   102.08,    -0.28,    15.36,     3.94,    -0.38,    5.21
05.04. 06:00 ,    3.64,    30.03,    30.03,    20.51,   101.60,    -0.28,    15.36,     3.97,    -0.38,    5.21
05.04. 06:30 ,    3.41,    30.03,    30.03,    20.53,   101.84,    -0.28,    15.36,     3.94,    -0.38,    5.21
05.04. 07:00 ,    3.21,    30.03,    30.03,    20.51,   101.84,    -0.28,    15.33,     3.94,    -0.38,    5.21
05.04. 07:30 ,    3.15,    30.03,    30.03,    20.51,   101.76,    -0.27,    15.36,     3.97,    -0.38,    5.21
05.04. 08:00 ,    3.33,    30.03,    30.03,    20.51,   104.08,    -0.27,    15.36,     3.97,    -0.38,    0.09
05.04. 08:30 ,    3.96,    30.03,    30.03,    20.51,   104.16,    -0.27,    15.36,     3.94,    -0.38,    5.21
05.04. 09:00 ,    5.30,    30.03,    30.03,    20.51,   104.16,    -0.28,    15.36,     3.94,    -0.38,    5.21
05.04. 09:30 ,    6.62,    30.03,    30.03,    20.51,   104.16,    -0.28,    15.36,     3.97,    -0.38,    0.09
05.04. 10:00 ,    7.92,    30.03,    30.03,    20.51,   104.08,    -0.27,    15.36,     3.94,    -0.38,    5.21
05.04. 10:30 ,    9.31,    30.03,    30.03,    20.53,   104.00,    -0.27,    15.33,     3.97,    -0.38,    5.21
05.04. 11:00 ,   10.26,    30.03,    30.03,    20.51,   104.00,    -0.27,    15.36,     3.97,    -0.38,    5.21
05.04. 11:30 ,   11.09,    30.03,    30.03,    20.53,   104.00,    -0.28,    15.33,     3.97,    -0.38,    5.21
05.04. 12:00 ,   11.74,    30.03,    30.03,    20.51,   103.92,    -0.28,    15.33,     3.94,    -0.38,    5.21
05.04. 12:30 ,   12.39,    30.03,    30.03,    20.51,   103.92,    -0.27,    15.33,     3.97,    -0.38,    5.21
05.04. 13:00 ,   13.05,    30.03,    30.03,    20.51,   103.84,    -0.28,    15.33,     3.97,    -0.38,    5.21
05.04. 13:30 ,   13.54,    30.03,    30.03,    20.51,   103.92,    -0.28,    15.33,     3.94,    -0.38,    5.21
05.04. 14:00 ,   14.11,    30.03,    30.03,    20.51,   103.76,    -0.28,    15.33,     3.94,    -0.38,    5.21
05.04. 14:30 ,   14.63,    30.03,    30.03,    20.53,   103.84,    -0.27,    15.36,     3.97,    -0.38,    5.21
05.04. 15:00 ,   15.14,    30.03,    30.03,    20.51,   103.76,    -0.28,    15.33,     3.97,    -0.38,    0.10
05.04. 15:30 ,   15.54,    30.03,    30.03,    20.51,   103.84,    -0.28,    15.33,     3.94,    -0.38,    5.21
05.04. 16:00 ,   15.95,    30.03,    30.03,    20.51,   103.76,    -0.28,    15.33,     3.94,    -0.38,    5.22
05.04. 16:30 ,   16.29,    30.03,    30.03,    20.48,   103.60,    -0.27,    15.33,     3.94,    -0.38,    5.21
05.04. 17:00 ,   16.57,    30.03,    30.03,    20.51,   102.96,    -0.28,    15.33,     3.94,    -0.38,    5.22
05.04. 17:30 ,   16.76,    30.03,    30.03,    20.48,   103.52,    -0.28,    15.33,     3.94,    -0.38,    5.21
05.04. 18:00 ,   16.82,    30.03,    30.03,    20.51,   102.80,    -0.27,    15.33,     3.94,    -0.38,    0.10
05.04. 18:30 ,   16.60,    30.03,    30.03,    20.51,   103.44,    -0.27,    15.33,     3.94,    -0.38,    5.22
05.04. 19:00 ,   16.19,    30.03,    30.03,    20.51,   102.80,    -0.27,    15.33,     3.94,    -0.38,    5.22
05.04. 19:30 ,   15.36,    30.03,    30.03,    20.51,   103.44,    -0.28,    15.33,     3.94,    -0.38,    5.22
05.04. 20:00 ,   14.38,    30.03,    30.03,    20.48,   102.80,    -0.28,    15.33,     3.97,    -0.38,    5.22
05.04. 20:30 ,   13.30,    30.03,    30.03,    20.51,   103.60,    -0.27,    15.33,     3.94,    -0.38,    5.22
05.04. 21:00 ,   12.29,    30.03,    30.03,    20.48,   102.96,    -0.28,    15.33,     3.97,    -0.38,    5.21
05.04. 21:30 ,   11.43,    30.03,    30.03,    20.48,   103.76,    -0.27,    15.33,     3.94,    -0.38,    5.21
05.04. 22:00 ,   10.54,    30.03,    30.03,    20.51,   103.04,    -0.27,    15.33,     3.97,    -0.38,    5.22
05.04. 22:30 ,    9.77,    30.03,    30.03,    20.51,   103.84,    -0.27,    15.33,     3.94,    -0.38,    5.21
05.04. 23:00 ,    9.00,    30.03,    30.03,    20.48,   103.20,    -0.27,    15.33,     3.94,    -0.38,    5.21
05.04. 23:30 ,    8.37,    30.03,    30.03,    20.51,   103.92,    -0.28,    15.33,     3.94,    -0.38,    5.21
06.04. 00:00 ,    7.73,    30.03,    30.03,    20.48,   103.20,    -0.28,    15.33,     3.94,    -0.38,    5.21
06.04. 00:30 ,    7.23,    30.03,    30.03,    20.48,   103.04,    -0.27,    15.33,     3.94,    -0.38,    5.21
06.04. 01:00 ,    6.73,    30.03,    30.03,    20.48,    26.66,    -0.28,    15.33,     3.94,    -0.38,    5.21
06.04. 01:30 ,    6.32,    30.03,    30.03,    20.48,   103.52,    -0.28,    15.33,     3.94,    -0.38,    5.21
06.04. 02:00 ,    5.92,    30.03,    30.03,    20.48,   102.80,    -0.27,    15.33,     3.94,    -0.38,    5.21
06.04. 02:30 ,    5.55,    30.03,    30.03,    20.48,   103.28,    -0.28,    15.33,     3.94,    -0.38,    5.21
06.04. 03:00 ,    5.22,    30.03,    30.03,    20.48,   102.48,    -0.28,    15.33,     3.94,    -0.38,    5.21
06.04. 03:30 ,    4.95,    30.03,    30.03,    20.48,   102.88,    -0.28,    15.33,     3.94,    -0.38,    5.21
06.04. 04:00 ,    4.75,    30.03,    30.03,    20.48,   102.40,    -0.27,    15.33,     3.94,    -0.38,    0.09
06.04. 04:30 ,    4.59,    30.03,    30.03,    20.48,   103.12,    -0.28,    15.33,     3.94,    -0.38,    5.21
06.04. 05:00 ,    4.41,    30.03,    30.03,    20.48,   102.40,    -0.27,    15.33,     3.97,    -0.38,    5.21
06.04. 05:30 ,    4.29,    30.03,    30.03,    20.48,   103.20,    -0.28,    15.33,     3.94,    -0.38,    5.21
06.04. 06:00 ,    4.09,    30.03,    30.03,    20.48,   101.44,    -0.28,    15.33,     3.94,    -0.38,    5.21
06.04. 06:30 ,    3.91,    30.03,    30.03,    20.48,   102.56,    -0.28,    15.33,     3.94,    -0.38,    5.21
06.04. 07:00 ,    3.81,    30.03,    30.03,    20.48,   101.12,    -0.27,    15.33,     3.94,    -0.38,    5.21
06.04. 07:30 ,    3.85,    30.03,    30.03,    20.48,   103.36,    -0.28,    15.30,     3.94,    -0.38,    0.09
06.04. 08:00 ,    4.17,    30.03,    30.03,    20.48,   103.28,    -0.28,    15.30,     3.94,    -0.38,    0.09
06.04. 08:30 ,    4.77,    30.03,    30.03,    20.48,   104.08,    -0.28,    15.33,     3.94,    -0.38,    5.21
06.04. 09:00 ,    6.04,    30.03,    30.03,    20.48,   103.84,    -0.28,    15.30,     3.94,    -0.38,    5.21
06.04. 09:30 ,    7.38,    30.03,    30.03,    20.45,   104.08,    -0.28,    15.30,     3.94,    -0.38,    5.21
06.04. 10:00 ,    8.83,    30.03,    30.03,    20.48,   103.84,    -0.28,    15.30,     3.94,    -0.38,    5.21
06.04. 10:30 ,   10.41,    30.03,    30.03,    20.45,   103.92,    -0.27,    15.30,     3.94,    -0.38,    5.21
06.04. 11:00 ,   11.55,    30.03,    30.03,    20.48,   103.84,    -0.28,    15.30,     3.94,    -0.38,    5.22
06.04. 11:30 ,   12.55,    30.03,    30.03,    20.45,   103.84,    -0.28,    15.30,     3.94,    -0.38,    5.21
06.04. 12:00 ,   13.46,    30.03,    30.03,    20.45,   103.84,    -0.27,    15.30,     3.94,    -0.38,    5.21
06.04. 12:30 ,   14.33,    30.03,    30.03,    20.45,   103.76,    -0.27,    15.30,     3.94,    -0.38,    5.21
06.04. 13:00 ,   15.11,    30.03,    30.03,    20.45,   103.76,    -0.28,    15.30,     3.94,    -0.38,    5.22
06.04. 13:30 ,   15.82,    30.03,    30.03,    20.43,   103.68,    -0.28,    15.30,     3.94,    -0.38,    5.22
06.04. 14:00 ,   16.44,    30.03,    30.03,    20.45,   103.68,    -0.28,    15.30,     3.94,    -0.38,    5.22
06.04. 14:30 ,   17.10,    30.03,    30.03,    20.43,   103.60,    -0.27,    15.30,     3.94,    -0.38,    5.22
06.04. 15:00 ,   17.65,    30.03,    30.03,    20.45,   103.60,    -0.28,    15.30,     3.94,    -0.38,    0.10
06.04. 15:30 ,   18.11,    30.03,    30.03,    20.48,   103.52,    -0.27,    15.30,     3.94,    -0.38,    5.22
06.04. 16:00 ,   18.50,    30.03,    30.03,    20.45,   103.60,    -0.28,    15.30,     3.94,    -0.38,    5.22
06.04. 16:30 ,   18.88,    30.03,    30.03,    20.43,   103.36,    -0.28,    15.30,     3.94,    -0.38,    5.22
06.04. 17:00 ,   19.20,    30.03,    30.03,    20.45,   103.44,    -0.27,    15.30,     3.94,    -0.38,    5.22
06.04. 17:30 ,   19.38,    30.03,    30.03,    20.45,   103.28,    -0.28,    15.30,     3.94,    -0.38,    5.22
06.04. 18:00 ,   19.42,    30.03,    30.03,    20.45,   103.36,    -0.28,    15.30,     3.94,    -0.38,    5.22
06.04. 18:30 ,   19.24,    30.03,    30.03,    20.43,   103.20,    -0.27,    15.30,     3.94,    -0.38,    5.22
06.04. 19:00 ,   18.78,    30.03,    30.03,    20.43,   103.28,    -0.28,    15.30,     3.94,    -0.38,    5.22
06.04. 19:30 ,   17.96,    30.03,    30.03,    20.45,   103.20,    -0.27,    15.30,     3.94,    -0.38,    5.22
06.04. 20:00 ,   17.01,    30.03,    30.03,    20.45,   103.52,    -0.27,    15.30,     3.94,    -0.38,    5.22
06.04. 20:30 ,   16.04,    30.03,    30.03,    20.43,   103.44,    -0.27,    15.30,     3.94,    -0.38,    5.22
06.04. 21:00 ,   15.06,    30.03,    30.03,    20.45,   103.76,    -0.28,    15.30,     3.94,    -0.38,    5.21
06.04. 21:30 ,   14.19,    30.03,    30.03,    20.43,   103.52,    -0.28,    15.30,     3.94,    -0.38,    5.22
06.04. 22:00 ,   13.35,    30.03,    30.03,    20.43,   104.00,    -0.27,    15.30,     3.91,    -0.38,    5.22
06.04. 22:30 ,   12.57,    30.03,    30.03,    20.43,   103.68,    -0.28,    15.30,     3.94,    -0.38,    5.21
06.04. 23:00 ,   11.88,    30.03,    30.03,    20.43,   104.00,    -0.28,    15.30,     3.94,    -0.38,    5.22
06.04. 23:30 ,   11.26,    30.03,    30.03,    20.43,   103.76,    -0.27,    15.28,     3.94,    -0.38,    0.09
07.04. 00:00 ,   10.69,    30.03,    30.03,    20.43,   104.08,    -0.27,    15.28,     3.94,    -0.38,    5.21
07.04. 00:30 ,   10.14,    30.03,    30.03,    20.43,   103.84,    -0.28,    15.30,     3.94,    -0.38,    5.21
07.04. 01:00 ,    9.75,    30.03,    30.03,    20.40,   104.08,    -0.27,    15.30,     3.94,    -0.38,    5.21
07.04. 01:30 ,    9.33,    30.03,    30.03,    20.43,   103.84,    -0.28,    15.30,     3.94,    -0.38,    5.21
07.04. 02:00 ,    9.00,    30.03,    30.03,    20.43,   104.08,    -0.27,    15.30,     3.94,    -0.38,    5.21
07.04. 02:30 ,    8.62,    30.03,    30.03,    20.40,   103.92,    -0.28,    15.28,     3.94,    -0.38,    5.21
