DELTA-T LOGGER
R-Nachbau der Loggerdateien, um Delta-T Dateien oder anderen Loggerdateiformate mit Flag-Splaten in die Level2 Datenbank hochzuladen. Autor:Marvin Lorff, Ausgabe durch Funktion: write.fwf2()
01.01. 00:00
31.07. 23:30
Start_Year: 2020
Channel number,,,,,,,,,,,
Sensor code,,,,,,,,,,,
        Datum, Logtemp, BoTemp10, BoTemp30, ThTa_A15, ThTa_B15, ThTa_A30, ThTa_B30, ThTa_A60, ThTa_B60, EsModem
Units,,,,,,,,,,,
Minimum value,,,,,,,,,,,
Maximum value,,,,,,,,,,,
05.01. 04:30 ,    3.71,    30.03,    30.03,    20.84,    82.00,    -0.28,    15.52,     4.05,    -0.38,    0.09
05.01. 05:00 ,    3.66,    30.03,    30.03,    20.81,    76.64,    -0.28,    15.55,     4.02,    -0.38,    5.21
05.01. 05:30 ,    3.58,    30.03,    30.03,    20.81,    48.56,    -0.28,    15.52,     4.05,    -0.38,    0.09
05.01. 06:00 ,    3.52,    30.03,    30.03,    20.81,    53.84,    -0.28,    15.52,     4.05,    -0.38,    0.09
05.01. 06:30 ,    3.46,    30.03,    30.03,    20.86,    46.80,    -0.28,    15.52,     4.02,    -0.38,    0.09
05.01. 07:00 ,    3.43,    30.03,    30.03,    20.81,    47.52,    -0.28,    15.52,     4.05,    -0.38,    0.09
05.01. 07:30 ,    3.40,    30.03,    30.03,    20.81,    47.52,    -0.28,    15.55,     4.05,    -0.38,    5.21
05.01. 08:00 ,    3.35,    30.03,    30.03,    20.81,    44.96,    -0.28,    15.52,     4.02,    -0.38,    0.09
05.01. 08:30 ,    3.34,    30.03,    30.03,    20.81,    41.68,    -0.28,    15.52,     4.02,    -0.38,    5.21
05.01. 09:00 ,    3.32,    30.03,    30.03,    20.81,    41.36,    -0.28,    15.52,     4.02,    -0.38,    5.21
05.01. 09:30 ,    3.34,    30.03,    30.03,    20.81,    45.12,    -0.28,    15.52,     4.02,    -0.38,    0.09
05.01. 10:00 ,    3.30,    30.03,    30.03,    20.81,    39.96,    -0.28,    15.52,     4.02,    -0.38,    0.09
05.01. 10:30 ,    3.34,    30.03,    30.03,    20.81,    34.65,    -0.28,    15.52,     4.02,    -0.38,    0.09
05.01. 11:00 ,    3.34,    30.03,    30.03,    20.81,    39.66,    -0.28,    15.52,     4.02,    -0.38,    0.09
05.01. 11:30 ,    3.41,    30.03,    30.03,    20.81,    41.76,    -0.28,    15.52,     4.05,    -0.38,    5.21
05.01. 12:00 ,    3.49,    30.03,    30.03,    20.81,    39.96,    -0.28,    15.52,     4.02,    -0.38,    0.09
05.01. 12:30 ,    3.61,    30.03,    30.03,    20.81,    40.12,    -0.28,    15.52,     4.02,    -0.38,    0.09
05.01. 13:00 ,    3.72,    30.03,    30.03,    20.81,    43.60,    -0.28,    15.52,     4.02,    -0.38,    0.09
05.01. 13:30 ,    3.81,    30.03,    30.03,    20.81,    43.68,    -0.28,    15.52,     4.02,    -0.38,    0.09
05.01. 14:00 ,    3.88,    30.03,    30.03,    20.81,    45.36,    -0.28,    15.52,     4.02,    -0.38,    0.09
05.01. 14:30 ,    3.99,    30.03,    30.03,    20.81,    44.08,    -0.28,    15.49,     4.02,    -0.38,    0.09
05.01. 15:00 ,    4.12,    30.03,    30.03,    20.81,    52.08,    -0.28,    15.52,     4.02,    -0.38,    0.09
05.01. 15:30 ,    4.25,    30.03,    30.03,    20.81,    59.76,    -0.28,    15.52,     4.02,    -0.38,    0.09
05.01. 16:00 ,    4.28,    30.03,    30.03,    20.81,    60.24,    -0.28,    15.52,     4.02,    -0.38,    0.09
05.01. 16:30 ,    4.38,    30.03,    30.03,    20.84,    67.92,    -0.28,    15.52,     4.05,    -0.38,    0.09
05.01. 17:00 ,    4.38,    30.03,    30.03,    20.81,    73.28,    -0.28,    15.49,     4.02,    -0.38,    0.09
05.01. 17:30 ,    4.34,    30.03,    30.03,    20.81,    40.68,    -0.28,    15.52,     4.02,    -0.38,    0.09
05.01. 18:00 ,    4.25,    30.03,    30.03,    20.81,    40.72,    -0.28,    15.49,     4.02,    -0.38,    5.21
05.01. 18:30 ,    4.07,    30.03,    30.03,    20.81,    45.12,    -0.28,    15.49,     4.02,    -0.38,    5.21
05.01. 19:00 ,    3.80,    30.03,    30.03,    20.79,    34.77,    -0.28,    15.52,     4.02,    -0.38,    0.09
05.01. 19:30 ,    3.46,    30.03,    30.03,    20.79,    36.56,    -0.28,    15.49,     4.02,    -0.38,    5.21
05.01. 20:00 ,    3.10,    30.03,    30.03,    20.81,    46.00,    -0.28,    15.49,     4.02,    -0.38,    0.09
05.01. 20:30 ,    2.69,    30.03,    30.03,    20.81,    41.92,    -0.28,    15.49,     4.02,    -0.38,    0.09
05.01. 21:00 ,    2.30,    30.03,    30.03,    20.79,    33.72,    -0.28,    15.52,     4.02,    -0.38,    0.09
05.01. 21:30 ,    1.95,    30.03,    30.03,    20.79,    31.16,    -0.28,    15.49,     4.02,    -0.38,    0.09
05.01. 22:00 ,    1.57,    30.03,    30.03,    20.81,    45.84,    -0.28,    15.49,     4.02,    -0.38,    0.09
05.01. 22:30 ,    1.24,    30.03,    30.03,    20.79,    45.68,    -0.28,    15.49,     4.02,    -0.38,    0.09
05.01. 23:00 ,    0.92,    30.03,    30.03,    20.81,    44.24,    -0.28,    15.49,     4.02,    -0.38,    0.09
05.01. 23:30 ,    0.67,    30.03,    30.03,    20.81,    42.64,    -0.28,    15.52,     4.02,    -0.38,    0.09
06.01. 00:00 ,    0.43,    30.03,    30.03,    20.81,    45.68,    -0.28,    15.49,     4.02,    -0.38,    5.21
06.01. 00:30 ,    0.24,    30.03,    30.03,    20.79,    45.84,    -0.28,    15.49,     4.02,    -0.38,    0.09
06.01. 01:00 ,    0.07,    30.03,    30.03,    20.81,    47.28,    -0.28,    15.49,     4.02,    -0.38,    0.08
06.01. 01:30 ,   -0.07,    30.03,    30.03,    20.81,    47.84,    -0.28,    15.49,     4.02,    -0.38,    5.21
06.01. 02:00 ,   -0.18,    30.03,    30.03,    20.79,    47.60,    -0.28,    15.49,     4.02,    -0.38,    0.09
06.01. 02:30 ,   -0.30,    30.03,    30.03,    20.79,    48.96,    -0.28,    15.49,     4.02,    -0.38,    0.08
06.01. 03:00 ,   -0.38,    30.03,    30.03,    20.81,    45.76,    -0.28,    15.49,     4.02,    -0.38,    0.09
06.01. 03:30 ,   -0.46,    30.03,    30.03,    20.81,    52.32,    -0.28,    15.49,     4.02,    -0.38,    0.08
06.01. 04:00 ,   -0.54,    30.03,    30.03,    20.81,    48.88,    -0.28,    15.49,     4.02,    -0.38,    5.21
06.01. 04:30 ,   -0.60,    30.03,    30.03,    20.81,    49.28,    -0.28,    15.49,     4.02,    -0.38,    0.09
06.01. 05:00 ,   -0.68,    30.03,    30.03,    20.79,    62.80,    -0.28,    15.49,     4.02,    -0.38,    0.09
06.01. 05:30 ,   -0.75,    30.03,    30.03,    20.79,    47.68,    -0.28,    15.49,     4.02,    -0.38,    5.21
06.01. 06:00 ,   -0.84,    30.03,    30.03,    20.81,    60.24,    -0.28,    15.49,     4.02,    -0.38,    0.09
06.01. 06:30 ,   -0.91,    30.03,    30.03,    20.79,    64.08,    -0.28,    15.49,     4.02,    -0.38,    0.09
06.01. 07:00 ,   -1.00,    30.03,    30.03,    20.81,    60.24,    -0.28,    15.49,     4.05,    -0.38,    0.09
06.01. 07:30 ,   -1.08,    30.03,    30.03,    20.81,    62.32,    -0.28,    15.49,     4.02,    -0.38,    0.09
06.01. 08:00 ,   -1.17,    30.03,    30.03,    20.81,    62.80,    -0.28,    15.49,     4.02,    -0.38,    0.09
06.01. 08:30 ,   -1.23,    30.03,    30.03,    20.79,    64.32,    -0.28,    15.49,     4.02,    -0.38,    0.08
06.01. 09:00 ,   -1.30,    30.03,    30.03,    20.79,    66.16,    -0.28,    15.49,     4.02,    -0.38,    0.09
06.01. 09:30 ,   -1.37,    30.03,    30.03,    20.79,    61.28,    -0.28,    15.49,     4.02,    -0.38,    0.09
06.01. 10:00 ,   -1.41,    30.03,    30.03,    20.81,    58.48,    -0.28,    15.49,     4.02,    -0.38,    0.09
06.01. 10:30 ,   -1.34,    30.03,    30.03,    20.81,    54.88,    -0.28,    15.47,     4.02,    -0.38,    0.08
06.01. 11:00 ,   -1.21,    30.03,    30.03,    20.79,    46.56,    -0.28,    15.49,     4.02,    -0.38,    0.09
06.01. 11:30 ,   -1.00,    30.03,    30.03,    20.81,    46.56,    -0.28,    15.49,     4.02,    -0.38,    5.21
06.01. 12:00 ,   -0.73,    30.03,    30.03,    20.79,    49.12,    -0.28,    15.49,     4.02,    -0.38,    0.09
06.01. 12:30 ,   -0.47,    30.03,    30.03,    20.79,    52.32,    -0.28,    15.49,     4.02,    -0.38,    5.21
06.01. 13:00 ,   -0.19,    30.03,    30.03,    20.81,    60.48,    -0.28,    15.49,     4.02,    -0.38,    0.09
06.01. 13:30 ,    0.09,    30.03,    30.03,    20.79,    86.32,    -0.28,    15.47,     4.02,    -0.38,    0.09
06.01. 14:00 ,    0.45,    30.03,    30.03,    20.79,    78.40,    -0.28,    15.47,     4.02,    -0.38,    5.21
06.01. 14:30 ,    0.79,    30.03,    30.03,    20.81,    91.44,    -0.28,    15.49,     4.02,    -0.38,    0.09
06.01. 15:00 ,    1.12,    30.03,    30.03,    20.79,    91.60,    -0.28,    15.47,     4.02,    -0.38,    0.09
06.01. 15:30 ,    1.41,    30.03,    30.03,    20.79,    98.96,    -0.28,    15.49,     4.02,    -0.38,    5.21
06.01. 16:00 ,    1.62,    30.03,    30.03,    20.79,    81.44,    -0.28,    15.47,     4.02,    -0.38,    0.09
06.01. 16:30 ,    1.68,    30.03,    30.03,    20.79,    77.36,    -0.28,    15.47,     4.02,    -0.38,    0.09
06.01. 17:00 ,    1.74,    30.03,    30.03,    20.79,    91.92,    -0.28,    15.49,     4.02,    -0.38,    0.09
06.01. 17:30 ,    1.63,    30.03,    30.03,    20.79,    57.20,    -0.28,    15.49,     4.02,    -0.38,    0.09
06.01. 18:00 ,    1.49,    30.03,    30.03,    20.79,    86.00,    -0.28,    15.47,     4.02,    -0.38,    0.09
06.01. 18:30 ,    1.27,    30.03,    30.03,    20.79,    88.08,    -0.28,    15.47,     4.02,    -0.38,    0.09
06.01. 19:00 ,    1.02,    30.03,    30.03,    20.79,    65.12,    -0.28,    15.49,     4.02,    -0.38,    0.09
06.01. 19:30 ,    0.76,    30.03,    30.03,    20.79,    72.24,    -0.28,    15.47,     4.02,    -0.38,    0.09
06.01. 20:00 ,    0.56,    30.03,    30.03,    20.79,    77.68,    -0.28,    15.47,     4.02,    -0.38,    0.09
06.01. 20:30 ,    0.36,    30.03,    30.03,    20.79,    74.08,    -0.28,    15.47,     4.02,    -0.38,    0.09
06.01. 21:00 ,    0.17,    30.03,    30.03,    20.79,    55.60,    -0.28,    15.47,     4.02,    -0.38,    0.09
06.01. 21:30 ,    0.00,    30.03,    30.03,    20.79,    53.36,    -0.28,    15.47,     4.02,    -0.38,    0.09
06.01. 22:00 ,   -0.09,    30.03,    30.03,    20.79,    64.56,    -0.28,    15.47,     4.02,    -0.38,    0.09
06.01. 22:30 ,   -0.20,    30.03,    30.03,    20.79,    48.00,    -0.28,    15.47,     4.02,    -0.38,    0.09
06.01. 23:00 ,   -0.30,    30.03,    30.03,    20.79,    48.80,    -0.28,    15.47,     4.02,    -0.38,    0.09
06.01. 23:30 ,   -0.35,    30.03,    30.03,    20.79,    47.76,    -0.28,    15.47,     4.02,    -0.38,    0.09
07.01. 00:00 ,   -0.36,    30.03,    30.03,    20.79,    48.64,    -0.28,    15.47,     4.02,    -0.38,    5.21
07.01. 00:30 ,   -0.43,    30.03,    30.03,    20.79,    58.96,    -0.27,    15.47,     4.02,    -0.38,    5.21
07.01. 01:00 ,   -0.50,    30.03,    30.03,    20.76,    49.84,    -0.28,    15.47,     4.00,    -0.38,    5.21
07.01. 01:30 ,   -0.56,    30.03,    30.03,    20.79,    49.76,    -0.28,    15.47,     4.02,    -0.38,    5.21
07.01. 02:00 ,   -0.60,    30.03,    30.03,    20.79,    62.32,    -0.28,    15.47,     4.02,    -0.38,    0.09
07.01. 02:30 ,   -0.60,    30.03,    30.03,    20.79,    47.68,    -0.28,    15.47,     4.02,    -0.38,    0.09
07.01. 03:00 ,   -0.58,    30.03,    30.03,    20.76,    52.08,    -0.28,    15.47,     4.02,    -0.38,    5.21
07.01. 03:30 ,   -0.51,    30.03,    30.03,    20.76,    59.76,    -0.28,    15.47,     4.02,    -0.38,    0.09
07.01. 04:00 ,   -0.50,    30.03,    30.03,    20.79,    49.44,    -0.28,    15.47,     4.02,    -0.38,    0.09
07.01. 04:30 ,   -0.46,    30.03,    30.03,    20.79,    48.32,    -0.28,    15.47,     4.02,    -0.38,    0.09
07.01. 05:00 ,   -0.42,    30.03,    30.03,    20.79,    49.60,    -0.28,    15.47,     4.02,    -0.38,    0.08
07.01. 05:30 ,   -0.36,    30.03,    30.03,    20.76,    45.28,    -0.28,    15.47,     4.02,    -0.38,    0.09
07.01. 06:00 ,   -0.29,    30.03,    30.03,    20.76,    47.20,    -0.28,    15.47,     4.02,    -0.38,    0.09
07.01. 06:30 ,   -0.18,    30.03,    30.03,    20.79,    44.00,    -0.28,    15.47,     4.02,    -0.38,    0.09
07.01. 07:00 ,   -0.10,    30.03,    30.03,    20.76,    41.68,    -0.28,    15.47,     4.02,    -0.38,    0.09
07.01. 07:30 ,   -0.01,    30.03,    30.03,    20.79,    41.60,    -0.28,    15.47,     4.00,    -0.38,    0.09
07.01. 08:00 ,    0.10,    30.03,    30.03,    20.76,    40.93,    -0.28,    15.47,     4.02,    -0.38,    0.09
07.01. 08:30 ,    0.21,    30.03,    30.03,    20.79,    38.20,    -0.28,    15.47,     4.02,    -0.38,    0.09
07.01. 09:00 ,    0.31,    30.03,    30.03,    20.76,    39.99,    -0.28,    15.47,     4.00,    -0.38,    0.08
07.01. 09:30 ,    0.40,    30.03,    30.03,    20.79,    39.04,    -0.28,    15.47,     4.02,    -0.38,    0.09
07.01. 10:00 ,    0.55,    30.03,    30.03,    20.76,    39.01,    -0.28,    15.47,     4.00,    -0.38,    0.09
07.01. 10:30 ,    0.75,    30.03,    30.03,    20.76,    37.98,    -0.28,    15.44,     4.00,    -0.38,    5.21
07.01. 11:00 ,    1.01,    30.03,    30.03,    20.76,    37.32,    -0.28,    15.47,     4.02,    -0.38,    0.09
07.01. 11:30 ,    1.29,    30.03,    30.03,    20.76,    34.13,    -0.28,    15.44,     4.00,    -0.38,    5.21
07.01. 12:00 ,    1.59,    30.03,    30.03,    20.79,    34.48,    -0.28,    15.47,     4.00,    -0.38,    0.09
07.01. 12:30 ,    1.89,    30.03,    30.03,    20.76,    33.16,    -0.28,    15.44,     4.00,    -0.38,    0.09
07.01. 13:00 ,    2.23,    30.03,    30.03,    20.76,    31.89,    -0.28,    15.47,     4.02,    -0.38,    0.09
07.01. 13:30 ,    2.65,    30.03,    30.03,    20.76,    32.55,    -0.28,    15.44,     4.02,    -0.38,    0.09
07.01. 14:00 ,    3.14,    30.03,    30.03,    20.76,    40.34,    -0.28,    15.44,     4.00,    -0.38,    0.08
07.01. 14:30 ,    3.57,    30.03,    30.03,    20.79,    47.52,    -0.28,    15.44,     4.02,    -0.38,    0.09
07.01. 15:00 ,    3.95,    30.03,    30.03,    20.76,    47.44,    -0.28,    15.44,     4.00,    -0.38,    0.09
07.01. 15:30 ,    4.23,    30.03,    30.03,    20.79,   100.48,    -0.28,    15.47,     4.02,    -0.38,    0.09
07.01. 16:00 ,    4.42,    30.03,    30.03,    20.79,   100.48,    -0.28,    15.44,     4.00,    -0.38,    0.09
07.01. 16:30 ,    4.53,    30.03,    30.03,    20.76,   100.16,    -0.28,    15.44,     4.00,    -0.38,    0.09
07.01. 17:00 ,    4.56,    30.03,    30.03,    20.79,    42.80,    -0.28,    15.47,     4.00,    -0.38,    0.09
07.01. 17:30 ,    4.53,    30.03,    30.03,    20.79,    31.21,    -0.28,    15.44,     4.00,    -0.38,    0.09
07.01. 18:00 ,    4.42,    30.03,    30.03,    20.76,    36.37,    -0.28,    15.44,     4.02,    -0.38,    0.09
07.01. 18:30 ,    4.31,    30.03,    30.03,    20.76,    38.60,    -0.28,    15.44,     4.02,    -0.38,    0.09
07.01. 19:00 ,    4.20,    30.03,    30.03,    20.79,    40.63,    -0.28,    15.44,     4.00,    -0.38,    0.09
07.01. 19:30 ,    4.03,    30.03,    30.03,    20.76,    37.21,    -0.28,    15.44,     4.00,    -0.38,    0.09
07.01. 20:00 ,    3.90,    30.03,    30.03,    20.79,    34.84,    -0.28,    15.44,     4.02,    -0.38,    0.09
07.01. 20:30 ,    3.77,    30.03,    30.03,    20.79,    33.21,    -0.28,    15.44,     4.00,    -0.38,    5.21
07.01. 21:00 ,    3.63,    30.03,    30.03,    20.79,    24.29,    -0.28,    15.44,     4.00,    -0.38,    0.09
07.01. 21:30 ,    3.36,    30.03,    30.03,    20.76,    33.52,    -0.28,    15.44,     4.00,    -0.38,    5.21
07.01. 22:00 ,    3.02,    30.03,    30.03,    20.79,    43.68,    -0.28,    15.47,     4.00,    -0.38,    0.09
07.01. 22:30 ,    2.67,    30.03,    30.03,    20.76,    31.92,    -0.28,    15.44,     4.00,    -0.38,    5.21
07.01. 23:00 ,    2.26,    30.03,    30.03,    20.79,    29.76,    -0.28,    15.44,     4.00,    -0.38,    0.09
07.01. 23:30 ,    1.88,    30.03,    30.03,    20.79,    23.73,    -0.28,    15.44,     4.02,    -0.38,    0.09
08.01. 00:00 ,    1.52,    30.03,    30.03,    20.79,    37.80,    -0.28,    15.44,     4.00,    -0.38,    5.21
08.01. 00:30 ,    1.20,    30.03,    30.03,    20.79,    36.08,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 01:00 ,    0.93,    30.03,    30.03,    20.76,    36.74,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 01:30 ,    0.67,    30.03,    30.03,    20.79,    34.33,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 02:00 ,    0.45,    30.03,    30.03,    20.76,    32.48,    -0.28,    15.47,     4.00,    -0.38,    0.09
08.01. 02:30 ,    0.30,    30.03,    30.03,    20.76,    31.01,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 03:00 ,    0.10,    30.03,    30.03,    20.79,    42.00,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 03:30 ,   -0.03,    30.03,    30.03,    20.79,    54.32,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 04:00 ,   -0.16,    30.03,    30.03,    20.79,    42.08,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 04:30 ,   -0.29,    30.03,    30.03,    20.79,    46.64,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 05:00 ,   -0.39,    30.03,    30.03,    20.79,    48.16,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 05:30 ,   -0.47,    30.03,    30.03,    20.79,    48.56,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 06:00 ,   -0.54,    30.03,    30.03,    20.76,    43.36,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 06:30 ,   -0.52,    30.03,    30.03,    20.76,    44.72,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 07:00 ,   -0.46,    30.03,    30.03,    20.79,    44.16,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 07:30 ,   -0.37,    30.03,    30.03,    20.76,    44.40,    -0.28,    15.44,     4.02,    -0.38,    0.09
08.01. 08:00 ,   -0.25,    30.03,    30.03,    20.79,    43.60,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 08:30 ,   -0.15,    30.03,    30.03,    20.79,    42.48,    -0.28,    15.44,     4.00,    -0.38,    5.20
08.01. 09:00 ,   -0.04,    30.03,    30.03,    20.79,    37.07,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 09:30 ,    0.03,    30.03,    30.03,    20.79,    33.16,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 10:00 ,    0.15,    30.03,    30.03,    20.76,    34.45,    -0.28,    15.44,     4.02,    -0.38,    0.09
08.01. 10:30 ,    0.32,    30.03,    30.03,    20.79,    36.34,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 11:00 ,    0.54,    30.03,    30.03,    20.76,    33.91,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 11:30 ,    0.83,    30.03,    30.03,    20.79,    36.12,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 12:00 ,    1.19,    30.03,    30.03,    20.76,    32.50,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 13:00 ,    2.49,    30.03,    30.03,    20.86,    31.77,    -0.28,    15.41,     3.77,    -0.39,    0.09
08.01. 13:30 ,    2.73,    30.03,    30.03,    20.81,    43.68,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 14:00 ,    3.17,    30.03,    30.03,    20.79,   100.24,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 14:30 ,    3.53,    30.03,    30.03,    20.81,   100.56,    -0.28,    15.44,     4.00,    -0.38,    5.21
08.01. 15:00 ,    3.83,    30.03,    30.03,    20.79,   102.00,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 15:30 ,    4.23,    30.03,    30.03,    20.81,   101.92,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 16:00 ,    4.65,    30.03,    30.03,    20.79,   101.28,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 16:30 ,    4.89,    30.03,    30.03,    20.81,   101.12,    -0.28,    15.44,     4.00,    -0.38,    5.21
08.01. 17:00 ,    5.05,    30.03,    30.03,    20.79,   100.72,    -0.28,    15.44,     4.02,    -0.38,    0.09
08.01. 17:30 ,    5.16,    30.03,    30.03,    20.79,   100.56,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 18:00 ,    5.29,    30.03,    30.03,    20.79,   100.56,    -0.28,    15.44,     4.02,    -0.38,    0.09
08.01. 18:30 ,    5.38,    30.03,    30.03,    20.79,   100.56,    -0.28,    15.44,     4.02,    -0.38,    0.09
08.01. 19:00 ,    5.49,    30.03,    30.03,    20.79,   100.40,    -0.28,    15.44,     4.02,    -0.38,    0.09
08.01. 19:30 ,    5.59,    30.03,    30.03,    20.79,   100.72,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 20:00 ,    5.64,    30.03,    30.03,    20.79,   100.80,    -0.28,    15.44,     4.02,    -0.38,    0.09
08.01. 20:30 ,    5.70,    30.03,    30.03,    20.79,   100.72,    -0.28,    15.44,     4.02,    -0.38,    5.21
08.01. 21:00 ,    5.81,    30.03,    30.03,    20.79,   100.72,    -0.28,    15.44,     4.02,    -0.38,    0.09
08.01. 21:30 ,    5.81,    30.03,    30.03,    20.79,   101.28,    -0.28,    15.44,     4.00,    -0.38,    5.21
08.01. 22:00 ,    5.86,    30.03,    30.03,    20.79,   101.20,    -0.28,    15.44,     4.00,    -0.38,    0.09
08.01. 22:30 ,    5.92,    30.03,    30.03,    20.79,   101.28,    -0.28,    15.44,     4.02,    -0.38,    0.09
08.01. 23:00 ,    6.03,    30.03,    30.03,    20.79,   101.60,    -0.28,    15.44,     4.02,    -0.38,    0.09
08.01. 23:30 ,    6.12,    30.03,    30.03,    20.79,   101.52,    -0.28,    15.44,     4.00,    -0.38,    0.09
09.01. 00:00 ,    6.25,    30.03,    30.03,    20.79,   101.76,    -0.28,    15.44,     4.00,    -0.38,    0.09
09.01. 00:30 ,    6.35,    30.03,    30.03,    20.79,   101.52,    -0.28,    15.44,     4.02,    -0.38,    5.21
09.01. 01:00 ,    6.40,    30.03,    30.03,    20.79,   101.52,    -0.28,    15.44,     4.00,    -0.38,    0.09
09.01. 01:30 ,    6.46,    30.03,    30.03,    20.79,   101.44,    -0.28,    15.44,     4.02,    -0.38,    0.09
09.01. 02:00 ,    6.46,    30.03,    30.03,    20.79,   101.44,    -0.28,    15.44,     4.02,    -0.38,    5.21
09.01. 02:30 ,    6.47,    30.03,    30.03,    20.79,   101.44,    -0.28,    15.44,     4.02,    -0.38,    5.21
09.01. 03:00 ,    6.51,    30.03,    30.03,    20.79,   101.60,    -0.28,    15.44,     4.02,    -0.38,    0.09
09.01. 03:30 ,    6.57,    30.03,    30.03,    20.79,   101.44,    -0.28,    15.44,     4.00,    -0.38,    5.21
09.01. 04:00 ,    6.64,    30.03,    30.03,    20.79,   101.44,    -0.28,    15.44,     4.02,    -0.38,    0.10
09.01. 04:30 ,    6.68,    30.03,    30.03,    20.79,   101.60,    -0.28,    15.44,     4.00,    -0.38,    5.21
09.01. 05:00 ,    6.69,    30.03,    30.03,    20.79,   101.20,    -0.28,    15.44,     4.00,    -0.38,    0.09
09.01. 05:30 ,    6.64,    30.03,    30.03,    20.79,   101.12,    -0.28,    15.44,     4.02,    -0.38,    5.21
09.01. 06:00 ,    6.53,    30.03,    30.03,    20.79,   101.04,    -0.28,    15.44,     4.00,    -0.38,    0.09
09.01. 06:30 ,    6.42,    30.03,    30.03,    20.79,   100.88,    -0.28,    15.44,     4.02,    -0.38,    0.09
09.01. 07:00 ,    6.33,    30.03,    30.03,    20.79,   100.72,    -0.28,    15.44,     4.02,    -0.38,    0.09
09.01. 07:30 ,    6.30,    30.03,    30.03,    20.79,   100.80,    -0.28,    15.44,     4.00,    -0.38,    0.09
09.01. 08:00 ,    6.28,    30.03,    30.03,    20.79,   101.28,    -0.28,    15.41,     4.02,    -0.38,    0.09
09.01. 08:30 ,    6.33,    30.03,    30.03,    20.79,   101.60,    -0.28,    15.44,     4.02,    -0.38,    0.09
